Auction Number,Price,Bid,Name,Time,Plate
933,"423,050,000 ₮","50,000 ₮",С. Г***Р,11:06:17,0001 УАР
932,"423,000,000 ₮","50,000 ₮",Б. Б***А,11:06:10,0001 УАР
931,"422,950,000 ₮","50,000 ₮",С. Г***Р,11:06:04,0001 УАР
930,"422,900,000 ₮","50,000 ₮",Б. Б***А,11:05:42,0001 УАР
929,"422,850,000 ₮","50,000 ₮",С. Г***Р,11:05:37,0001 УАР
928,"422,800,000 ₮","50,000 ₮",Б. Б***А,11:05:21,0001 УАР
927,"422,750,000 ₮","50,000 ₮",С. Г***Р,11:05:16,0001 УАР
926,"422,700,000 ₮","50,000 ₮",Б. Б***А,11:05:10,0001 УАР
925,"422,650,000 ₮","50,000 ₮",С. Г***Р,11:04:54,0001 УАР
924,"422,600,000 ₮","50,000 ₮",Ц. О***Л,11:04:53,0001 УАР
923,"422,550,000 ₮","50,000 ₮",Б. Б***А,11:02:58,0001 УАР
922,"422,500,000 ₮","100,000 ₮",С. Г***Р,11:02:37,0001 УАР
921,"422,400,000 ₮","500,000 ₮",Н. Э***С,11:02:22,0001 УАР
920,"421,900,000 ₮","50,000 ₮",Б. Б***А,11:00:57,0001 УАР
919,"421,850,000 ₮","50,000 ₮",С. Г***Р,10:59:10,0001 УАР
918,"421,800,000 ₮","50,000 ₮",Т. Б***А,10:58:55,0001 УАР
917,"421,750,000 ₮","50,000 ₮",С. Г***Р,10:58:16,0001 УАР
916,"421,700,000 ₮","50,000 ₮",Д. О***Р,10:57:55,0001 УАР
915,"421,650,000 ₮","50,000 ₮",Б. Б***А,10:56:32,0001 УАР
914,"421,600,000 ₮","50,000 ₮",С. Г***Р,10:54:41,0001 УАР
913,"421,550,000 ₮","50,000 ₮",Ж. Э***Д,10:53:34,0001 УАР
912,"421,500,000 ₮","50,000 ₮",С. Г***Р,10:53:03,0001 УАР
911,"421,450,000 ₮","50,000 ₮",Ц. О***Л,10:52:44,0001 УАР
910,"421,400,000 ₮","50,000 ₮",Ц. Х***А,10:51:05,0001 УАР
909,"421,350,000 ₮","50,000 ₮",Б. Б***А,10:50:10,0001 УАР
908,"421,300,000 ₮","50,000 ₮",Д. О***Р,10:49:56,0001 УАР
907,"421,250,000 ₮","50,000 ₮",С. Г***Р,10:49:54,0001 УАР
906,"421,200,000 ₮","50,000 ₮",Б. Б***А,10:48:00,0001 УАР
905,"421,150,000 ₮","50,000 ₮",С. Г***Р,10:47:48,0001 УАР
904,"421,100,000 ₮","50,000 ₮",Б. Б***А,10:47:46,0001 УАР
903,"421,050,000 ₮","50,000 ₮",С. Г***Р,10:46:52,0001 УАР
902,"421,000,000 ₮","50,000 ₮",М. Х***Н,10:46:28,0001 УАР
901,"420,950,000 ₮","50,000 ₮",С. Г***Р,10:46:05,0001 УАР
900,"420,900,000 ₮","50,000 ₮",Ц. О***Л,10:45:48,0001 УАР
899,"420,850,000 ₮","50,000 ₮",С. Г***Р,10:45:45,0001 УАР
898,"420,800,000 ₮","50,000 ₮",Ц. О***Л,10:45:40,0001 УАР
897,"420,750,000 ₮","50,000 ₮",С. Г***Р,10:45:30,0001 УАР
896,"420,700,000 ₮","50,000 ₮",Ц. О***Л,10:45:26,0001 УАР
895,"420,650,000 ₮","50,000 ₮",С. Г***Р,10:44:39,0001 УАР
894,"420,600,000 ₮","50,000 ₮",Ц. О***Л,10:44:20,0001 УАР
893,"420,550,000 ₮","100,000 ₮",Г. А***Д,10:43:36,0001 УАР
892,"420,450,000 ₮","50,000 ₮",Д. Ц***Р,10:42:57,0001 УАР
891,"420,400,000 ₮","50,000 ₮",Д. О***Р,10:42:48,0001 УАР
890,"420,350,000 ₮","50,000 ₮",Б. Б***А,10:42:33,0001 УАР
889,"420,300,000 ₮","1,000,000 ₮",С. Г***Р,10:42:28,0001 УАР
888,"419,300,000 ₮","50,000 ₮",Б. Б***А,10:40:34,0001 УАР
887,"419,250,000 ₮","50,000 ₮",С. Г***Р,10:40:20,0001 УАР
886,"419,200,000 ₮","50,000 ₮",Б. Б***А,10:40:13,0001 УАР
885,"419,150,000 ₮","50,000 ₮",С. Г***Р,10:39:50,0001 УАР
884,"419,100,000 ₮","50,000 ₮",Б. Б***А,10:39:17,0001 УАР
883,"419,050,000 ₮","50,000 ₮",С. Г***Р,10:38:50,0001 УАР
882,"419,000,000 ₮","50,000 ₮",Б. Б***А,10:38:45,0001 УАР
881,"418,950,000 ₮","50,000 ₮",С. Г***Р,10:38:25,0001 УАР
880,"418,900,000 ₮","500,000 ₮",Г. Э***Г,10:38:22,0001 УАР
879,"418,400,000 ₮","50,000 ₮",С. Г***Р,10:37:55,0001 УАР
878,"418,350,000 ₮","50,000 ₮",Ц. О***Л,10:37:50,0001 УАР
877,"418,300,000 ₮","50,000 ₮",С. Г***Р,10:37:42,0001 УАР
876,"418,250,000 ₮","50,000 ₮",Б. Б***А,10:37:31,0001 УАР
875,"418,200,000 ₮","1,000,000 ₮",С. Г***Р,10:37:15,0001 УАР
874,"417,200,000 ₮","50,000 ₮",Ц. О***Л,10:37:15,0001 УАР
873,"417,150,000 ₮","50,000 ₮",Б. Б***А,10:36:53,0001 УАР
872,"417,100,000 ₮","50,000 ₮",С. Г***Р,10:35:48,0001 УАР
871,"417,050,000 ₮","50,000 ₮",Б. Б***А,10:35:39,0001 УАР
870,"417,000,000 ₮","50,000 ₮",С. Г***Р,10:35:33,0001 УАР
869,"416,950,000 ₮","50,000 ₮",Б. Б***А,10:35:19,0001 УАР
868,"416,900,000 ₮","50,000 ₮",С. Б***Х,10:35:14,0001 УАР
867,"416,850,000 ₮","50,000 ₮",С. Г***Р,10:35:13,0001 УАР
866,"416,800,000 ₮","50,000 ₮",Ц. О***Л,10:35:09,0001 УАР
865,"416,750,000 ₮","50,000 ₮",С. Г***Р,10:35:00,0001 УАР
864,"416,700,000 ₮","50,000 ₮",Б. Б***А,10:34:53,0001 УАР
863,"416,650,000 ₮","50,000 ₮",С. Г***Р,10:34:21,0001 УАР
862,"416,600,000 ₮","50,000 ₮",Б. Б***А,10:34:16,0001 УАР
861,"416,550,000 ₮","50,000 ₮",С. Г***Р,10:33:19,0001 УАР
860,"416,500,000 ₮","50,000 ₮",Н. Э***С,10:33:15,0001 УАР
859,"416,450,000 ₮","50,000 ₮",С. Г***Р,10:32:45,0001 УАР
858,"416,400,000 ₮","50,000 ₮",Б. Б***А,10:32:24,0001 УАР
857,"416,350,000 ₮","50,000 ₮",С. Г***Р,10:32:14,0001 УАР
856,"416,300,000 ₮","50,000 ₮",Б. Б***А,10:30:38,0001 УАР
855,"416,250,000 ₮","100,000 ₮",Н. Э***С,10:30:29,0001 УАР
854,"416,150,000 ₮","50,000 ₮",Ч. Б***Т,10:30:28,0001 УАР
853,"416,100,000 ₮","50,000 ₮",Б. Б***А,10:29:30,0001 УАР
852,"416,050,000 ₮","300,000 ₮",З. О***Р,10:28:50,0001 УАР
851,"415,750,000 ₮","300,000 ₮",Б. Н***Н,10:28:44,0001 УАР
850,"415,450,000 ₮","50,000 ₮",Д. О***Р,10:28:33,0001 УАР
849,"415,400,000 ₮","300,000 ₮",Б. Н***Н,10:28:26,0001 УАР
848,"415,100,000 ₮","50,000 ₮",Б. Б***А,10:27:43,0001 УАР
847,"415,050,000 ₮","50,000 ₮",Ц. О***Л,10:27:24,0001 УАР
846,"415,000,000 ₮","1,000,000 ₮",Н. Э***С,10:26:39,0001 УАР
845,"414,000,000 ₮","50,000 ₮",Б. Б***А,10:25:47,0001 УАР
844,"413,950,000 ₮","50,000 ₮",С. Г***Р,10:24:43,0001 УАР
843,"413,900,000 ₮","1,000,000 ₮",Н. Э***С,10:22:47,0001 УАР
842,"412,900,000 ₮","50,000 ₮",Ч. Б***Т,10:22:27,0001 УАР
841,"412,850,000 ₮","50,000 ₮",Ц. О***Л,10:21:34,0001 УАР
840,"412,800,000 ₮","50,000 ₮",Т. Б***А,10:21:15,0001 УАР
839,"412,750,000 ₮","1,000,000 ₮",Ц. О***Л,10:21:14,0001 УАР
838,"411,750,000 ₮","500,000 ₮",Б. Б***А,10:21:09,0001 УАР
837,"411,250,000 ₮","50,000 ₮",Ц. О***Л,10:21:02,0001 УАР
836,"411,200,000 ₮","50,000 ₮",Б. Б***А,10:20:18,0001 УАР
835,"411,150,000 ₮","50,000 ₮",Н. Э***С,10:20:13,0001 УАР
834,"411,100,000 ₮","50,000 ₮",Б. Б***А,10:20:06,0001 УАР
833,"411,050,000 ₮","50,000 ₮",Н. Э***С,10:20:03,0001 УАР
832,"411,000,000 ₮","50,000 ₮",Ц. О***Л,10:19:58,0001 УАР
831,"410,950,000 ₮","50,000 ₮",Б. Б***А,10:19:38,0001 УАР
830,"410,900,000 ₮","50,000 ₮",Ц. О***Л,10:18:25,0001 УАР
829,"410,850,000 ₮","50,000 ₮",Ч. Б***Т,10:17:59,0001 УАР
828,"410,800,000 ₮","50,000 ₮",С. Г***Р,10:17:52,0001 УАР
827,"410,750,000 ₮","500,000 ₮",С. Э***Р,10:17:33,0001 УАР
826,"410,250,000 ₮","50,000 ₮",Ц. О***Л,10:17:13,0001 УАР
825,"410,200,000 ₮","1,000,000 ₮",Н. Э***С,10:15:27,0001 УАР
824,"409,200,000 ₮","50,000 ₮",Ч. Б***Т,10:15:23,0001 УАР
823,"409,150,000 ₮","50,000 ₮",Д. Л***Н,10:14:59,0001 УАР
822,"409,100,000 ₮","1,000,000 ₮",С. Г***Р,10:14:40,0001 УАР
821,"408,100,000 ₮","1,000,000 ₮",Г. А***Д,10:14:17,0001 УАР
820,"407,100,000 ₮","50,000 ₮",Д. О***Р,10:14:13,0001 УАР
819,"407,050,000 ₮","1,000,000 ₮",Г. А***Д,10:13:05,0001 УАР
818,"406,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:59,0001 УАР
817,"405,050,000 ₮","1,000,000 ₮",Г. А***Д,10:12:40,0001 УАР
816,"404,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:35,0001 УАР
815,"403,050,000 ₮","1,000,000 ₮",С. Г***Р,10:12:15,0001 УАР
814,"402,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:09,0001 УАР
813,"401,050,000 ₮","1,000,000 ₮",Г. А***Д,10:12:01,0001 УАР
812,"400,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:11:47,0001 УАР
811,"399,050,000 ₮","1,000,000 ₮",Г. А***Д,10:11:47,0001 УАР
810,"398,050,000 ₮","50,000 ₮",Д. О***Р,10:11:38,0001 УАР
809,"398,000,000 ₮","50,000 ₮",Ч. Б***Т,10:11:21,0001 УАР
808,"397,950,000 ₮","100,000 ₮",Т. Б***А,10:10:46,0001 УАР
807,"397,850,000 ₮","50,000 ₮",Ч. Б***Т,10:10:45,0001 УАР
806,"397,800,000 ₮","500,000 ₮",Г. А***Д,10:10:44,0001 УАР
805,"397,300,000 ₮","50,000 ₮",Ч. Б***Т,10:10:03,0001 УАР
804,"397,250,000 ₮","1,000,000 ₮",С. Г***Р,10:09:26,0001 УАР
803,"396,250,000 ₮","100,000 ₮",Д. О***Р,10:09:23,0001 УАР
802,"396,150,000 ₮","100,000 ₮",Ж. Э***Д,10:09:14,0001 УАР
801,"396,050,000 ₮","50,000 ₮",А. М***Х,10:09:14,0001 УАР
800,"396,000,000 ₮","100,000 ₮",Ж. Э***Д,10:09:13,0001 УАР
799,"395,900,000 ₮","1,000,000 ₮",С. Г***Р,10:08:55,0001 УАР
798,"394,900,000 ₮","1,000,000 ₮",Ц. Б***Ж,10:08:45,0001 УАР
797,"393,900,000 ₮","50,000 ₮",С. Г***Р,10:07:55,0001 УАР
796,"393,850,000 ₮","1,000,000 ₮",Э. Ж***Н,10:07:47,0001 УАР
795,"392,850,000 ₮","300,000 ₮",С. Б***Х,10:07:19,0001 УАР
794,"392,550,000 ₮","50,000 ₮",Б. Б***А,10:07:16,0001 УАР
793,"392,500,000 ₮","50,000 ₮",Ч. Б***Т,10:07:08,0001 УАР
792,"392,450,000 ₮","50,000 ₮",Б. Б***А,10:06:16,0001 УАР
791,"392,400,000 ₮","100,000 ₮",И. Б***В,10:05:31,0001 УАР
790,"392,300,000 ₮","50,000 ₮",Ч. Б***Т,10:04:51,0001 УАР
789,"392,250,000 ₮","1,000,000 ₮",Г. Ц***А,10:04:11,0001 УАР
788,"391,250,000 ₮","1,000,000 ₮",Н. Э***С,10:03:44,0001 УАР
787,"390,250,000 ₮","50,000 ₮",Ч. Б***Т,10:03:16,0001 УАР
786,"390,200,000 ₮","1,000,000 ₮",Б. Б***А,10:03:14,0001 УАР
785,"389,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:03:08,0001 УАР
784,"388,200,000 ₮","1,000,000 ₮",Б. Б***А,10:02:59,0001 УАР
783,"387,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:28,0001 УАР
782,"386,200,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:22,0001 УАР
781,"385,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:17,0001 УАР
780,"384,200,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:17,0001 УАР
779,"383,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:16,0001 УАР
778,"382,200,000 ₮","1,000,000 ₮",Б. Б***А,10:02:14,0001 УАР
777,"381,200,000 ₮","50,000 ₮",Н. Э***С,10:02:10,0001 УАР
776,"381,150,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:10,0001 УАР
775,"380,150,000 ₮","1,000,000 ₮",Б. Б***А,10:02:04,0001 УАР
774,"379,150,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:03,0001 УАР
773,"378,150,000 ₮","1,000,000 ₮",Г. Ц***А,10:01:51,0001 УАР
772,"377,150,000 ₮","100,000 ₮",Б. Б***А,10:01:20,0001 УАР
771,"377,050,000 ₮","50,000 ₮",Ч. Б***Т,10:01:13,0001 УАР
770,"377,000,000 ₮","1,000,000 ₮",Б. Б***А,10:01:08,0001 УАР
769,"376,000,000 ₮","500,000 ₮",Н. Э***С,10:01:01,0001 УАР
768,"375,500,000 ₮","1,000,000 ₮",Б. Б***А,10:00:51,0001 УАР
767,"374,500,000 ₮","50,000 ₮",Д. Ц***Р,10:00:48,0001 УАР
766,"374,450,000 ₮","1,000,000 ₮",Ч. М***Р,10:00:47,0001 УАР
765,"373,450,000 ₮","1,000,000 ₮",Б. Б***А,10:00:33,0001 УАР
764,"372,450,000 ₮","50,000 ₮",Д. Ц***Р,10:00:30,0001 УАР
763,"372,400,000 ₮","50,000 ₮",С. Г***Р,10:00:28,0001 УАР
762,"372,350,000 ₮","1,000,000 ₮",Б. Б***А,10:00:21,0001 УАР
761,"371,350,000 ₮","50,000 ₮",Д. Ц***Р,10:00:13,0001 УАР
760,"371,300,000 ₮","50,000 ₮",Ч. Б***Т,10:00:13,0001 УАР
759,"371,250,000 ₮","1,000,000 ₮",Ч. М***Р,09:59:20,0001 УАР
758,"370,250,000 ₮","50,000 ₮",Д. Ц***Р,09:59:05,0001 УАР
757,"370,200,000 ₮","500,000 ₮",Ч. М***Р,09:59:00,0001 УАР
756,"369,700,000 ₮","50,000 ₮",Д. Ц***Р,09:58:51,0001 УАР
755,"369,650,000 ₮","50,000 ₮",Ч. Б***Т,09:58:28,0001 УАР
754,"369,600,000 ₮","100,000 ₮",Ч. М***Р,09:58:11,0001 УАР
753,"369,500,000 ₮","50,000 ₮",Ч. Б***Т,09:58:08,0001 УАР
752,"369,450,000 ₮","50,000 ₮",С. Б***Х,09:57:56,0001 УАР
751,"369,400,000 ₮","50,000 ₮",Д. Ц***Р,09:57:55,0001 УАР
750,"369,350,000 ₮","500,000 ₮",Ч. М***Р,09:57:39,0001 УАР
749,"368,850,000 ₮","50,000 ₮",Д. Ц***Р,09:57:31,0001 УАР
748,"368,800,000 ₮","50,000 ₮",Ч. М***Р,09:57:14,0001 УАР
747,"368,750,000 ₮","50,000 ₮",Ж. Э***Д,09:56:53,0001 УАР
746,"368,700,000 ₮","50,000 ₮",Ч. М***Р,09:56:50,0001 УАР
745,"368,650,000 ₮","50,000 ₮",Ч. Б***Т,09:56:39,0001 УАР
744,"368,600,000 ₮","50,000 ₮",Д. Ц***Р,09:56:32,0001 УАР
743,"368,550,000 ₮","50,000 ₮",Ч. М***Р,09:56:24,0001 УАР
742,"368,500,000 ₮","50,000 ₮",С. Б***Х,09:56:19,0001 УАР
741,"368,450,000 ₮","50,000 ₮",Ч. М***Р,09:55:46,0001 УАР
740,"368,400,000 ₮","50,000 ₮",С. Б***Х,09:55:34,0001 УАР
739,"368,350,000 ₮","50,000 ₮",Ч. М***Р,09:55:13,0001 УАР
738,"368,300,000 ₮","50,000 ₮",Ч. Б***Т,09:55:10,0001 УАР
737,"368,250,000 ₮","50,000 ₮",С. Г***Р,09:55:02,0001 УАР
736,"368,200,000 ₮","100,000 ₮",Ч. М***Р,09:54:57,0001 УАР
735,"368,100,000 ₮","50,000 ₮",С. Г***Р,09:54:51,0001 УАР
734,"368,050,000 ₮","1,000,000 ₮",Ү. Б***Э,09:54:44,0001 УАР
733,"367,050,000 ₮","500,000 ₮",Ч. М***Р,09:54:29,0001 УАР
732,"366,550,000 ₮","50,000 ₮",Ч. Б***Т,09:54:24,0001 УАР
731,"366,500,000 ₮","50,000 ₮",Ц. О***Л,09:54:23,0001 УАР
730,"366,450,000 ₮","50,000 ₮",С. Б***Х,09:54:15,0001 УАР
729,"366,400,000 ₮","50,000 ₮",Ч. Б***Т,09:53:55,0001 УАР
728,"366,350,000 ₮","50,000 ₮",С. Г***Р,09:53:46,0001 УАР
727,"366,300,000 ₮","50,000 ₮",Ч. Б***Т,09:53:05,0001 УАР
726,"366,250,000 ₮","1,000,000 ₮",Х. Б***Р,09:52:56,0001 УАР
725,"365,250,000 ₮","50,000 ₮",Ч. Б***Т,09:51:21,0001 УАР
724,"365,200,000 ₮","50,000 ₮",С. Б***Х,09:50:50,0001 УАР
723,"365,150,000 ₮","50,000 ₮",Ц. О***Л,09:50:23,0001 УАР
722,"365,100,000 ₮","50,000 ₮",С. Б***Х,09:49:54,0001 УАР
721,"365,050,000 ₮","500,000 ₮",Ж. Э***Д,09:49:50,0001 УАР
720,"364,550,000 ₮","50,000 ₮",Ж. А***Г,09:49:10,0001 УАР
719,"364,500,000 ₮","1,000,000 ₮",Х. Б***Р,09:48:59,0001 УАР
718,"363,500,000 ₮","50,000 ₮",Ц. О***Л,09:48:48,0001 УАР
717,"363,450,000 ₮","1,000,000 ₮",Д. О***Р,09:48:41,0001 УАР
716,"362,450,000 ₮","1,000,000 ₮",Ч. Б***Т,09:48:40,0001 УАР
715,"361,450,000 ₮","1,000,000 ₮",Д. О***Р,09:48:28,0001 УАР
714,"360,450,000 ₮","1,000,000 ₮",Х. Б***Р,09:46:39,0001 УАР
713,"359,450,000 ₮","500,000 ₮",С. Г***Р,09:46:17,0001 УАР
712,"358,950,000 ₮","1,000,000 ₮",Ч. Б***Т,09:46:10,0001 УАР
711,"357,950,000 ₮","300,000 ₮",Д. О***Р,09:45:55,0001 УАР
710,"357,650,000 ₮","50,000 ₮",С. Г***Р,09:45:54,0001 УАР
709,"357,600,000 ₮","50,000 ₮",М. Х***Н,09:45:53,0001 УАР
708,"357,550,000 ₮","100,000 ₮",Д. О***Р,09:45:51,0001 УАР
707,"357,450,000 ₮","50,000 ₮",Ц. О***Л,09:44:49,0001 УАР
706,"357,400,000 ₮","50,000 ₮",Ч. Б***Т,09:44:22,0001 УАР
705,"357,350,000 ₮","1,000,000 ₮",С. Б***Х,09:43:50,0001 УАР
704,"356,350,000 ₮","50,000 ₮",Ч. Б***Т,09:43:48,0001 УАР
703,"356,300,000 ₮","50,000 ₮",Ц. О***Л,09:43:45,0001 УАР
702,"356,250,000 ₮","50,000 ₮",С. Г***Р,09:43:45,0001 УАР
701,"356,200,000 ₮","50,000 ₮",Ц. О***Л,09:43:45,0001 УАР
700,"356,150,000 ₮","100,000 ₮",С. Б***Х,09:43:45,0001 УАР
699,"356,050,000 ₮","50,000 ₮",Ц. О***Л,09:43:43,0001 УАР
698,"356,000,000 ₮","50,000 ₮",Д. О***Р,09:41:59,0001 УАР
697,"355,950,000 ₮","50,000 ₮",С. Г***Р,09:41:42,0001 УАР
696,"355,900,000 ₮","50,000 ₮",Г. Г***Р,09:41:41,0001 УАР
695,"355,850,000 ₮","100,000 ₮",С. Б***Х,09:41:38,0001 УАР
694,"355,750,000 ₮","50,000 ₮",Д. О***Р,09:41:32,0001 УАР
693,"355,700,000 ₮","50,000 ₮",Ц. О***Л,09:41:31,0001 УАР
692,"355,650,000 ₮","1,000,000 ₮",Д. О***Р,09:41:28,0001 УАР
691,"354,650,000 ₮","50,000 ₮",С. Г***Р,09:41:28,0001 УАР
690,"354,600,000 ₮","50,000 ₮",Ж. А***Г,09:41:28,0001 УАР
689,"354,550,000 ₮","100,000 ₮",Д. О***Р,09:41:19,0001 УАР
688,"354,450,000 ₮","50,000 ₮",Ц. Б***Х,09:41:11,0001 УАР
687,"354,400,000 ₮","50,000 ₮",С. Г***Р,09:40:59,0001 УАР
686,"354,350,000 ₮","50,000 ₮",Ч. Б***Т,09:40:05,0001 УАР
685,"354,300,000 ₮","50,000 ₮",О. Б***Н,09:39:55,0001 УАР
684,"354,250,000 ₮","50,000 ₮",Ж. А***Г,09:39:51,0001 УАР
683,"354,200,000 ₮","50,000 ₮",С. Г***Р,09:39:39,0001 УАР
682,"354,150,000 ₮","100,000 ₮",О. Б***Н,09:39:18,0001 УАР
681,"354,050,000 ₮","100,000 ₮",М. Б***Н,09:38:42,0001 УАР
680,"353,950,000 ₮","100,000 ₮",С. Г***Р,09:38:35,0001 УАР
679,"353,850,000 ₮","1,000,000 ₮",Д. Л***Н,09:38:29,0001 УАР
678,"352,850,000 ₮","50,000 ₮",С. Г***Р,09:38:25,0001 УАР
677,"352,800,000 ₮","50,000 ₮",Ч. Б***Т,09:38:20,0001 УАР
676,"352,750,000 ₮","50,000 ₮",С. Г***Р,09:38:01,0001 УАР
675,"352,700,000 ₮","50,000 ₮",Г. Э***Г,09:38:00,0001 УАР
674,"352,650,000 ₮","100,000 ₮",С. Б***Х,09:37:39,0001 УАР
673,"352,550,000 ₮","50,000 ₮",С. Г***Р,09:36:51,0001 УАР
672,"352,500,000 ₮","1,000,000 ₮",О. Б***Р,09:36:44,0001 УАР
671,"351,500,000 ₮","50,000 ₮",С. Г***Р,09:36:40,0001 УАР
670,"351,450,000 ₮","50,000 ₮",Ч. Б***Т,09:36:32,0001 УАР
669,"351,400,000 ₮","1,000,000 ₮",С. Г***Р,09:36:11,0001 УАР
668,"350,400,000 ₮","50,000 ₮",Б. А***К,09:36:04,0001 УАР
667,"350,350,000 ₮","1,000,000 ₮",С. Г***Р,09:36:02,0001 УАР
666,"349,350,000 ₮","1,000,000 ₮",С. Б***Х,09:35:55,0001 УАР
665,"348,350,000 ₮","1,000,000 ₮",С. Г***Р,09:35:46,0001 УАР
664,"347,350,000 ₮","50,000 ₮",С. Б***Х,09:35:40,0001 УАР
663,"347,300,000 ₮","1,000,000 ₮",С. Г***Р,09:35:20,0001 УАР
662,"346,300,000 ₮","50,000 ₮",С. Б***Х,09:35:04,0001 УАР
661,"346,250,000 ₮","50,000 ₮",С. Г***Р,09:34:54,0001 УАР
660,"346,200,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:34:45,0001 УАР
659,"345,200,000 ₮","50,000 ₮",Т. Б***А,09:34:41,0001 УАР
658,"345,150,000 ₮","50,000 ₮",Ч. Б***Т,09:34:30,0001 УАР
657,"345,100,000 ₮","50,000 ₮",С. Г***Р,09:34:27,0001 УАР
656,"345,050,000 ₮","1,000,000 ₮",С. Б***Х,09:33:50,0001 УАР
655,"344,050,000 ₮","50,000 ₮",Ц. О***Л,09:33:48,0001 УАР
654,"344,000,000 ₮","1,000,000 ₮",С. С***Н,09:33:38,0001 УАР
653,"343,000,000 ₮","1,000,000 ₮",С. Б***Х,09:33:33,0001 УАР
652,"342,000,000 ₮","50,000 ₮",С. Г***Р,09:33:13,0001 УАР
651,"341,950,000 ₮","50,000 ₮",Д. О***Р,09:33:00,0001 УАР
650,"341,900,000 ₮","50,000 ₮",Ч. Б***Т,09:32:51,0001 УАР
649,"341,850,000 ₮","50,000 ₮",Д. О***Р,09:32:44,0001 УАР
648,"341,800,000 ₮","1,000,000 ₮",С. Б***Х,09:32:30,0001 УАР
647,"340,800,000 ₮","50,000 ₮",Ц. О***Л,09:32:25,0001 УАР
646,"340,750,000 ₮","50,000 ₮",С. Г***Р,09:32:15,0001 УАР
645,"340,700,000 ₮","50,000 ₮",Т. Б***А,09:32:11,0001 УАР
644,"340,650,000 ₮","50,000 ₮",С. Г***Р,09:31:39,0001 УАР
643,"340,600,000 ₮","50,000 ₮",С. Б***Х,09:31:39,0001 УАР
642,"340,550,000 ₮","1,000,000 ₮",С. С***Н,09:31:36,0001 УАР
641,"339,550,000 ₮","50,000 ₮",С. Г***Р,09:30:51,0001 УАР
640,"339,500,000 ₮","1,000,000 ₮",Ч. Б***Т,09:30:44,0001 УАР
639,"338,500,000 ₮","50,000 ₮",Т. Б***А,09:30:22,0001 УАР
638,"338,450,000 ₮","50,000 ₮",Ч. Б***Т,09:30:14,0001 УАР
637,"338,400,000 ₮","1,000,000 ₮",Б. С***Н,09:29:41,0001 УАР
636,"337,400,000 ₮","1,000,000 ₮",Т. Б***А,09:29:36,0001 УАР
635,"336,400,000 ₮","1,000,000 ₮",Б. С***Н,09:29:21,0001 УАР
634,"335,400,000 ₮","1,000,000 ₮",Т. Б***А,09:29:21,0001 УАР
633,"334,400,000 ₮","50,000 ₮",С. Г***Р,09:29:15,0001 УАР
632,"334,350,000 ₮","1,000,000 ₮",Т. Б***А,09:29:11,0001 УАР
631,"333,350,000 ₮","50,000 ₮",С. Г***Р,09:29:05,0001 УАР
630,"333,300,000 ₮","1,000,000 ₮",Т. Б***А,09:29:00,0001 УАР
629,"332,300,000 ₮","50,000 ₮",Б. Б***Т,09:28:54,0001 УАР
628,"332,250,000 ₮","1,000,000 ₮",Т. Б***А,09:28:51,0001 УАР
627,"331,250,000 ₮","50,000 ₮",Ч. Б***Т,09:28:45,0001 УАР
626,"331,200,000 ₮","1,000,000 ₮",Х. Б***Р,09:28:42,0001 УАР
625,"330,200,000 ₮","50,000 ₮",Ж. Б***Ү,09:28:04,0001 УАР
624,"330,150,000 ₮","50,000 ₮",С. Г***Р,09:27:30,0001 УАР
623,"330,100,000 ₮","300,000 ₮",Ж. Б***Ү,09:27:26,0001 УАР
622,"329,800,000 ₮","100,000 ₮",Б. Н***Н,09:27:19,0001 УАР
621,"329,700,000 ₮","1,000,000 ₮",О. Б***Р,09:26:39,0001 УАР
620,"328,700,000 ₮","1,000,000 ₮",Б. Н***Н,09:26:30,0001 УАР
619,"327,700,000 ₮","1,000,000 ₮",О. Б***Р,09:26:30,0001 УАР
618,"326,700,000 ₮","50,000 ₮",С. Г***Р,09:26:19,0001 УАР
617,"326,650,000 ₮","50,000 ₮",Г. Д***М,09:26:13,0001 УАР
616,"326,600,000 ₮","50,000 ₮",С. Г***Р,09:26:13,0001 УАР
615,"326,550,000 ₮","50,000 ₮",Ч. Б***Т,09:26:04,0001 УАР
614,"326,500,000 ₮","1,000,000 ₮",Т. Б***А,09:25:44,0001 УАР
613,"325,500,000 ₮","1,000,000 ₮",Х. Б***Р,09:25:42,0001 УАР
612,"324,500,000 ₮","50,000 ₮",Н. Б***Л,09:25:34,0001 УАР
611,"324,450,000 ₮","50,000 ₮",С. Г***Р,09:25:30,0001 УАР
610,"324,400,000 ₮","1,000,000 ₮",О. Б***Р,09:25:24,0001 УАР
