Auction Number,Price,Bid,Name,Time,Plate
609,"323,400,000 ₮","50,000 ₮",С. Г***Р,09:25:20,0001 УАР
608,"323,350,000 ₮","1,000,000 ₮",О. Б***Р,09:25:17,0001 УАР
607,"322,350,000 ₮","50,000 ₮",С. Г***Р,09:25:13,0001 УАР
606,"322,300,000 ₮","1,000,000 ₮",О. Б***Р,09:25:08,0001 УАР
605,"321,300,000 ₮","50,000 ₮",С. Г***Р,09:25:07,0001 УАР
604,"321,250,000 ₮","1,000,000 ₮",О. Б***Р,09:25:02,0001 УАР
603,"320,250,000 ₮","50,000 ₮",С. Г***Р,09:25:00,0001 УАР
602,"320,200,000 ₮","50,000 ₮",Ч. Б***Т,09:24:55,0001 УАР
601,"320,150,000 ₮","50,000 ₮",С. Г***Р,09:24:52,0001 УАР
600,"320,100,000 ₮","1,000,000 ₮",О. Б***Р,09:24:47,0001 УАР
599,"319,100,000 ₮","50,000 ₮",Ж. Э***Д,09:24:45,0001 УАР
598,"319,050,000 ₮","50,000 ₮",С. Г***Р,09:24:44,0001 УАР
597,"319,000,000 ₮","1,000,000 ₮",О. Б***Р,09:24:35,0001 УАР
596,"318,000,000 ₮","50,000 ₮",С. Г***Р,09:24:33,0001 УАР
595,"317,950,000 ₮","1,000,000 ₮",О. Б***Р,09:24:29,0001 УАР
594,"316,950,000 ₮","1,000,000 ₮",Ж. Э***Д,09:24:25,0001 УАР
593,"315,950,000 ₮","50,000 ₮",Ч. Б***Т,09:24:24,0001 УАР
592,"315,900,000 ₮","1,000,000 ₮",Х. Ц***А,09:24:16,0001 УАР
591,"314,900,000 ₮","1,000,000 ₮",О. Б***Р,09:24:15,0001 УАР
590,"313,900,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:24:10,0001 УАР
589,"312,900,000 ₮","1,000,000 ₮",О. Б***Р,09:24:04,0001 УАР
588,"311,900,000 ₮","1,000,000 ₮",Х. Ц***А,09:24:04,0001 УАР
587,"310,900,000 ₮","1,000,000 ₮",Ж. Э***Д,09:23:58,0001 УАР
586,"309,900,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:23:58,0001 УАР
585,"308,900,000 ₮","1,000,000 ₮",О. Б***Р,09:23:58,0001 УАР
584,"307,900,000 ₮","1,000,000 ₮",Б. О***М,09:23:57,0001 УАР
583,"306,900,000 ₮","50,000 ₮",Ч. Б***Т,09:23:55,0001 УАР
582,"306,850,000 ₮","50,000 ₮",С. Г***Р,09:23:41,0001 УАР
581,"306,800,000 ₮","50,000 ₮",Б. А***К,09:23:37,0001 УАР
580,"306,750,000 ₮","50,000 ₮",С. Г***Р,09:23:10,0001 УАР
579,"306,700,000 ₮","50,000 ₮",Ч. Б***Т,09:23:04,0001 УАР
578,"306,650,000 ₮","500,000 ₮",Л. Б***Д,09:22:52,0001 УАР
577,"306,150,000 ₮","300,000 ₮",Т. Б***А,09:22:47,0001 УАР
576,"305,850,000 ₮","50,000 ₮",М. Б***Н,09:22:36,0001 УАР
575,"305,800,000 ₮","100,000 ₮",Т. Б***А,09:22:31,0001 УАР
574,"305,700,000 ₮","50,000 ₮",Ч. Б***Т,09:22:24,0001 УАР
573,"305,650,000 ₮","50,000 ₮",С. Г***Р,09:22:13,0001 УАР
572,"305,600,000 ₮","50,000 ₮",Т. Б***А,09:22:10,0001 УАР
571,"305,550,000 ₮","50,000 ₮",С. Г***Р,09:21:51,0001 УАР
570,"305,500,000 ₮","1,000,000 ₮",М. Б***Н,09:21:49,0001 УАР
569,"304,500,000 ₮","1,000,000 ₮",Х. Ц***А,09:21:46,0001 УАР
568,"303,500,000 ₮","50,000 ₮",С. Г***Р,09:21:33,0001 УАР
567,"303,450,000 ₮","50,000 ₮",Д. О***Р,09:21:26,0001 УАР
566,"303,400,000 ₮","50,000 ₮",Г. Э***Г,09:21:13,0001 УАР
565,"303,350,000 ₮","50,000 ₮",С. Г***Р,09:20:57,0001 УАР
564,"303,300,000 ₮","50,000 ₮",Х. Ц***А,09:20:48,0001 УАР
563,"303,250,000 ₮","100,000 ₮",Б. Н***Н,09:20:44,0001 УАР
562,"303,150,000 ₮","1,000,000 ₮",Б. С***Н,09:20:43,0001 УАР
561,"302,150,000 ₮","300,000 ₮",Б. Н***Н,09:20:43,0001 УАР
560,"301,850,000 ₮","50,000 ₮",С. Г***Р,09:20:42,0001 УАР
559,"301,800,000 ₮","50,000 ₮",Х. Ц***А,09:20:36,0001 УАР
558,"301,750,000 ₮","50,000 ₮",С. Г***Р,09:20:31,0001 УАР
557,"301,700,000 ₮","100,000 ₮",Х. Ц***А,09:20:20,0001 УАР
556,"301,600,000 ₮","50,000 ₮",Б. А***К,09:20:19,0001 УАР
555,"301,550,000 ₮","50,000 ₮",Ч. Б***Т,09:20:18,0001 УАР
554,"301,500,000 ₮","50,000 ₮",С. Г***Р,09:20:08,0001 УАР
553,"301,450,000 ₮","50,000 ₮",Х. Ц***А,09:20:05,0001 УАР
552,"301,400,000 ₮","1,000,000 ₮",О. Б***Р,09:20:04,0001 УАР
551,"300,400,000 ₮","50,000 ₮",Д. Л***Н,09:20:02,0001 УАР
550,"300,350,000 ₮","1,000,000 ₮",С. Г***Р,09:20:01,0001 УАР
549,"299,350,000 ₮","50,000 ₮",Х. Ц***А,09:20:00,0001 УАР
548,"299,300,000 ₮","1,000,000 ₮",О. Б***Р,09:19:56,0001 УАР
547,"298,300,000 ₮","50,000 ₮",Х. Ц***А,09:19:51,0001 УАР
546,"298,250,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:19:50,0001 УАР
545,"297,250,000 ₮","1,000,000 ₮",О. Б***Р,09:19:49,0001 УАР
544,"296,250,000 ₮","50,000 ₮",Х. Ц***А,09:19:45,0001 УАР
543,"296,200,000 ₮","1,000,000 ₮",О. Б***Р,09:19:42,0001 УАР
542,"295,200,000 ₮","1,000,000 ₮",Ч. Б***Т,09:19:41,0001 УАР
541,"294,200,000 ₮","50,000 ₮",Х. Ц***А,09:19:39,0001 УАР
540,"294,150,000 ₮","1,000,000 ₮",О. Б***Р,09:19:35,0001 УАР
539,"293,150,000 ₮","50,000 ₮",Х. Ц***А,09:19:31,0001 УАР
538,"293,100,000 ₮","1,000,000 ₮",О. Б***Р,09:19:30,0001 УАР
537,"292,100,000 ₮","1,000,000 ₮",Б. А***К,09:19:29,0001 УАР
536,"291,100,000 ₮","50,000 ₮",Ж. Б***Ү,09:19:29,0001 УАР
535,"291,050,000 ₮","50,000 ₮",Д. О***Р,09:19:27,0001 УАР
534,"291,000,000 ₮","1,000,000 ₮",О. Б***Р,09:19:26,0001 УАР
533,"290,000,000 ₮","50,000 ₮",Х. Ц***А,09:19:25,0001 УАР
532,"289,950,000 ₮","50,000 ₮",Ч. Б***Т,09:19:22,0001 УАР
531,"289,900,000 ₮","1,000,000 ₮",О. Б***Р,09:19:20,0001 УАР
530,"288,900,000 ₮","50,000 ₮",Х. Ц***А,09:19:17,0001 УАР
529,"288,850,000 ₮","1,000,000 ₮",О. Б***Р,09:19:13,0001 УАР
528,"287,850,000 ₮","50,000 ₮",Х. Ц***А,09:19:12,0001 УАР
527,"287,800,000 ₮","500,000 ₮",Ё. Х***Р,09:19:09,0001 УАР
526,"287,300,000 ₮","1,000,000 ₮",М. Б***Н,09:19:08,0001 УАР
525,"286,300,000 ₮","1,000,000 ₮",О. Б***Р,09:19:08,0001 УАР
524,"285,300,000 ₮","50,000 ₮",Х. Ц***А,09:19:06,0001 УАР
523,"285,250,000 ₮","1,000,000 ₮",О. Б***Р,09:19:05,0001 УАР
522,"284,250,000 ₮","1,000,000 ₮",М. Б***Н,09:19:03,0001 УАР
521,"283,250,000 ₮","50,000 ₮",Х. Ц***А,09:19:01,0001 УАР
520,"283,200,000 ₮","1,000,000 ₮",О. Б***Р,09:18:59,0001 УАР
519,"282,200,000 ₮","1,000,000 ₮",М. Б***Н,09:18:58,0001 УАР
518,"281,200,000 ₮","1,000,000 ₮",Б. С***Н,09:18:58,0001 УАР
517,"280,200,000 ₮","50,000 ₮",Х. Ц***А,09:18:57,0001 УАР
516,"280,150,000 ₮","1,000,000 ₮",О. Б***Р,09:18:57,0001 УАР
515,"279,150,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:18:55,0001 УАР
514,"278,150,000 ₮","1,000,000 ₮",О. Б***Р,09:18:55,0001 УАР
513,"277,150,000 ₮","1,000,000 ₮",М. Б***Н,09:18:54,0001 УАР
512,"276,150,000 ₮","1,000,000 ₮",О. Б***Р,09:18:53,0001 УАР
511,"275,150,000 ₮","50,000 ₮",Х. Ц***А,09:18:51,0001 УАР
510,"275,100,000 ₮","50,000 ₮",Д. О***Р,09:18:51,0001 УАР
509,"275,050,000 ₮","1,000,000 ₮",О. Б***Р,09:18:49,0001 УАР
508,"274,050,000 ₮","1,000,000 ₮",М. Б***Н,09:18:49,0001 УАР
507,"273,050,000 ₮","1,000,000 ₮",О. Б***Р,09:18:47,0001 УАР
506,"272,050,000 ₮","300,000 ₮",Х. Ц***А,09:18:46,0001 УАР
505,"271,750,000 ₮","1,000,000 ₮",М. Б***Н,09:18:45,0001 УАР
504,"270,750,000 ₮","1,000,000 ₮",О. Б***Р,09:18:36,0001 УАР
503,"269,750,000 ₮","300,000 ₮",Х. Ц***А,09:18:35,0001 УАР
502,"269,450,000 ₮","1,000,000 ₮",О. Б***Р,09:18:33,0001 УАР
501,"268,450,000 ₮","1,000,000 ₮",М. Б***Н,09:18:32,0001 УАР
500,"267,450,000 ₮","1,000,000 ₮",О. Б***Р,09:18:31,0001 УАР
499,"266,450,000 ₮","50,000 ₮",Х. Ц***А,09:18:28,0001 УАР
498,"266,400,000 ₮","1,000,000 ₮",О. Б***Р,09:18:27,0001 УАР
497,"265,400,000 ₮","1,000,000 ₮",М. Б***Н,09:18:24,0001 УАР
496,"264,400,000 ₮","50,000 ₮",Х. Ц***А,09:18:23,0001 УАР
495,"264,350,000 ₮","1,000,000 ₮",О. Б***Р,09:18:19,0001 УАР
494,"263,350,000 ₮","50,000 ₮",Х. Ц***А,09:18:18,0001 УАР
493,"263,300,000 ₮","1,000,000 ₮",М. Б***Н,09:18:16,0001 УАР
492,"262,300,000 ₮","1,000,000 ₮",О. Б***Р,09:18:15,0001 УАР
491,"261,300,000 ₮","50,000 ₮",Х. Ц***А,09:18:11,0001 УАР
490,"261,250,000 ₮","1,000,000 ₮",О. Б***Р,09:18:10,0001 УАР
489,"260,250,000 ₮","50,000 ₮",Ц. О***Л,09:18:10,0001 УАР
488,"260,200,000 ₮","1,000,000 ₮",О. Б***Р,09:18:08,0001 УАР
487,"259,200,000 ₮","1,000,000 ₮",Б. А***К,09:18:06,0001 УАР
486,"258,200,000 ₮","50,000 ₮",Х. Ц***А,09:18:05,0001 УАР
485,"258,150,000 ₮","1,000,000 ₮",О. Б***Р,09:18:01,0001 УАР
484,"257,150,000 ₮","50,000 ₮",Х. Ц***А,09:18:01,0001 УАР
483,"257,100,000 ₮","500,000 ₮",Э. Э***Р,09:18:00,0001 УАР
482,"256,600,000 ₮","1,000,000 ₮",М. Б***Н,09:17:56,0001 УАР
481,"255,600,000 ₮","1,000,000 ₮",О. Б***Р,09:17:56,0001 УАР
480,"254,600,000 ₮","50,000 ₮",Х. Ц***А,09:17:53,0001 УАР
479,"254,550,000 ₮","1,000,000 ₮",О. Б***Р,09:17:51,0001 УАР
478,"253,550,000 ₮","50,000 ₮",Х. Ц***А,09:17:44,0001 УАР
477,"253,500,000 ₮","1,000,000 ₮",О. Б***Р,09:17:43,0001 УАР
476,"252,500,000 ₮","1,000,000 ₮",М. Б***Н,09:17:42,0001 УАР
475,"251,500,000 ₮","50,000 ₮",Х. Ц***А,09:17:38,0001 УАР
474,"251,450,000 ₮","1,000,000 ₮",О. Б***Р,09:17:36,0001 УАР
473,"250,450,000 ₮","50,000 ₮",Ч. Б***Т,09:17:36,0001 УАР
472,"250,400,000 ₮","50,000 ₮",Х. Ц***А,09:17:29,0001 УАР
471,"250,350,000 ₮","1,000,000 ₮",О. Б***Р,09:17:28,0001 УАР
470,"249,350,000 ₮","1,000,000 ₮",М. Б***Н,09:17:27,0001 УАР
469,"248,350,000 ₮","50,000 ₮",Ж. А***Г,09:17:26,0001 УАР
468,"248,300,000 ₮","1,000,000 ₮",О. Б***Р,09:17:22,0001 УАР
467,"247,300,000 ₮","100,000 ₮",Х. Ц***А,09:17:19,0001 УАР
466,"247,200,000 ₮","50,000 ₮",Д. О***Р,09:17:18,0001 УАР
465,"247,150,000 ₮","1,000,000 ₮",О. Б***Р,09:17:14,0001 УАР
464,"246,150,000 ₮","50,000 ₮",Х. Ц***А,09:17:05,0001 УАР
463,"246,100,000 ₮","50,000 ₮",Ч. Б***Т,09:17:02,0001 УАР
462,"246,050,000 ₮","50,000 ₮",Х. Ц***А,09:16:52,0001 УАР
461,"246,000,000 ₮","50,000 ₮",Д. Э***Л,09:16:46,0001 УАР
460,"245,950,000 ₮","50,000 ₮",Х. Ц***А,09:16:45,0001 УАР
459,"245,900,000 ₮","100,000 ₮",А. Ө***Л,09:16:41,0001 УАР
458,"245,800,000 ₮","50,000 ₮",Х. Ц***А,09:16:24,0001 УАР
457,"245,750,000 ₮","1,000,000 ₮",Б. С***Н,09:16:23,0001 УАР
456,"244,750,000 ₮","500,000 ₮",Л. П***Н,09:16:19,0001 УАР
455,"244,250,000 ₮","50,000 ₮",Х. Ц***А,09:16:19,0001 УАР
454,"244,200,000 ₮","1,000,000 ₮",С. Г***Р,09:16:15,0001 УАР
453,"243,200,000 ₮","50,000 ₮",Х. Ц***А,09:16:04,0001 УАР
452,"243,150,000 ₮","1,000,000 ₮",Ч. Б***Т,09:15:58,0001 УАР
451,"242,150,000 ₮","1,000,000 ₮",О. Б***Р,09:15:58,0001 УАР
450,"241,150,000 ₮","1,000,000 ₮",Ч. Б***Т,09:15:57,0001 УАР
449,"240,150,000 ₮","50,000 ₮",Д. О***Р,09:15:57,0001 УАР
448,"240,100,000 ₮","1,000,000 ₮",Х. Ц***А,09:15:53,0001 УАР
447,"239,100,000 ₮","1,000,000 ₮",О. Б***Р,09:15:53,0001 УАР
446,"238,100,000 ₮","1,000,000 ₮",Г. Д***М,09:15:50,0001 УАР
445,"237,100,000 ₮","50,000 ₮",Х. Ц***А,09:15:50,0001 УАР
444,"237,050,000 ₮","1,000,000 ₮",О. Б***Р,09:15:47,0001 УАР
443,"236,050,000 ₮","1,000,000 ₮",М. Б***Н,09:15:46,0001 УАР
442,"235,050,000 ₮","50,000 ₮",Х. Ц***А,09:15:45,0001 УАР
441,"235,000,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:44,0001 УАР
440,"234,000,000 ₮","1,000,000 ₮",О. Б***Р,09:15:42,0001 УАР
439,"233,000,000 ₮","50,000 ₮",Х. Ц***А,09:15:41,0001 УАР
438,"232,950,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:38,0001 УАР
437,"231,950,000 ₮","1,000,000 ₮",Б. С***Н,09:15:37,0001 УАР
436,"230,950,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:35,0001 УАР
435,"229,950,000 ₮","1,000,000 ₮",О. Б***Р,09:15:35,0001 УАР
434,"228,950,000 ₮","1,000,000 ₮",С. Г***Р,09:15:34,0001 УАР
433,"227,950,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:33,0001 УАР
432,"226,950,000 ₮","500,000 ₮",Х. Ц***А,09:15:32,0001 УАР
431,"226,450,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:31,0001 УАР
430,"225,450,000 ₮","50,000 ₮",Ч. Б***Т,09:15:31,0001 УАР
429,"225,400,000 ₮","1,000,000 ₮",О. Б***Р,09:15:29,0001 УАР
428,"224,400,000 ₮","1,000,000 ₮",Б. С***Н,09:15:28,0001 УАР
427,"223,400,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:28,0001 УАР
426,"222,400,000 ₮","500,000 ₮",Х. Ц***А,09:15:26,0001 УАР
425,"221,900,000 ₮","50,000 ₮",Б. А***К,09:15:26,0001 УАР
424,"221,850,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:26,0001 УАР
423,"220,850,000 ₮","1,000,000 ₮",О. Б***Р,09:15:24,0001 УАР
422,"219,850,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:23,0001 УАР
421,"218,850,000 ₮","50,000 ₮",Х. Ц***А,09:15:21,0001 УАР
420,"218,800,000 ₮","1,000,000 ₮",Б. С***Н,09:15:19,0001 УАР
419,"217,800,000 ₮","1,000,000 ₮",О. Б***Р,09:15:18,0001 УАР
418,"216,800,000 ₮","50,000 ₮",Х. Ц***А,09:15:14,0001 УАР
417,"216,750,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:13,0001 УАР
416,"215,750,000 ₮","50,000 ₮",Х. Ц***А,09:15:12,0001 УАР
415,"215,700,000 ₮","1,000,000 ₮",О. Б***Р,09:15:11,0001 УАР
414,"214,700,000 ₮","50,000 ₮",Х. Ц***А,09:15:09,0001 УАР
413,"214,650,000 ₮","1,000,000 ₮",Б. С***Н,09:15:08,0001 УАР
412,"213,650,000 ₮","50,000 ₮",Д. О***Р,09:15:07,0001 УАР
411,"213,600,000 ₮","50,000 ₮",Х. Ц***А,09:15:06,0001 УАР
410,"213,550,000 ₮","1,000,000 ₮",О. Б***Р,09:15:04,0001 УАР
409,"212,550,000 ₮","50,000 ₮",Ч. Б***Т,09:15:03,0001 УАР
408,"212,500,000 ₮","1,000,000 ₮",Х. Б***Р,09:15:01,0001 УАР
407,"211,500,000 ₮","1,000,000 ₮",О. Б***Р,09:15:00,0001 УАР
406,"210,500,000 ₮","50,000 ₮",Х. Ц***А,09:15:00,0001 УАР
405,"210,450,000 ₮","1,000,000 ₮",Б. С***Н,09:14:58,0001 УАР
404,"209,450,000 ₮","50,000 ₮",С. Г***Р,09:14:58,0001 УАР
403,"209,400,000 ₮","1,000,000 ₮",О. Б***Р,09:14:57,0001 УАР
402,"208,400,000 ₮","1,000,000 ₮",Х. Б***Р,09:14:56,0001 УАР
401,"207,400,000 ₮","50,000 ₮",Х. Ц***А,09:14:54,0001 УАР
400,"207,350,000 ₮","50,000 ₮",Г. У***Т,09:14:53,0001 УАР
399,"207,300,000 ₮","1,000,000 ₮",О. Б***Р,09:14:52,0001 УАР
398,"206,300,000 ₮","50,000 ₮",З. О***Т,09:14:51,0001 УАР
397,"206,250,000 ₮","1,000,000 ₮",Б. С***Н,09:14:49,0001 УАР
396,"205,250,000 ₮","50,000 ₮",Х. Ц***А,09:14:48,0001 УАР
395,"205,200,000 ₮","1,000,000 ₮",О. Б***Р,09:14:46,0001 УАР
394,"204,200,000 ₮","50,000 ₮",Д. О***Р,09:14:44,0001 УАР
393,"204,150,000 ₮","50,000 ₮",С. Г***Р,09:14:44,0001 УАР
392,"204,100,000 ₮","50,000 ₮",Х. Ц***А,09:14:42,0001 УАР
391,"204,050,000 ₮","1,000,000 ₮",О. Б***Р,09:14:39,0001 УАР
390,"203,050,000 ₮","50,000 ₮",Д. О***Р,09:14:38,0001 УАР
389,"203,000,000 ₮","50,000 ₮",Х. Ц***А,09:14:37,0001 УАР
388,"202,950,000 ₮","1,000,000 ₮",О. Б***Р,09:14:36,0001 УАР
387,"201,950,000 ₮","1,000,000 ₮",М. Б***Н,09:14:35,0001 УАР
386,"200,950,000 ₮","1,000,000 ₮",Б. С***Н,09:14:31,0001 УАР
385,"199,950,000 ₮","50,000 ₮",Х. Ц***А,09:14:31,0001 УАР
384,"199,900,000 ₮","1,000,000 ₮",О. Б***Р,09:14:31,0001 УАР
383,"198,900,000 ₮","50,000 ₮",Д. О***Р,09:14:31,0001 УАР
382,"198,850,000 ₮","50,000 ₮",Ч. Б***Т,09:14:29,0001 УАР
381,"198,800,000 ₮","50,000 ₮",Б. А***К,09:14:28,0001 УАР
380,"198,750,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:14:27,0001 УАР
379,"197,750,000 ₮","50,000 ₮",Д. О***Р,09:14:25,0001 УАР
378,"197,700,000 ₮","50,000 ₮",Х. Ц***А,09:14:25,0001 УАР
377,"197,650,000 ₮","1,000,000 ₮",М. Б***Н,09:14:24,0001 УАР
376,"196,650,000 ₮","1,000,000 ₮",С. Г***Р,09:14:22,0001 УАР
375,"195,650,000 ₮","50,000 ₮",Д. О***Р,09:14:21,0001 УАР
374,"195,600,000 ₮","50,000 ₮",Х. Ц***А,09:14:17,0001 УАР
373,"195,550,000 ₮","1,000,000 ₮",Б. С***Н,09:14:13,0001 УАР
372,"194,550,000 ₮","50,000 ₮",С. Г***Р,09:14:12,0001 УАР
371,"194,500,000 ₮","50,000 ₮",Х. Ц***А,09:14:06,0001 УАР
370,"194,450,000 ₮","1,000,000 ₮",Д. Б***Р,09:14:02,0001 УАР
369,"193,450,000 ₮","50,000 ₮",Х. Ц***А,09:13:55,0001 УАР
368,"193,400,000 ₮","50,000 ₮",Д. Б***Р,09:13:55,0001 УАР
367,"193,350,000 ₮","1,000,000 ₮",М. Б***Н,09:13:51,0001 УАР
366,"192,350,000 ₮","50,000 ₮",Х. Ц***А,09:13:50,0001 УАР
365,"192,300,000 ₮","50,000 ₮",С. Г***Р,09:13:50,0001 УАР
364,"192,250,000 ₮","50,000 ₮",Ч. Б***Т,09:13:49,0001 УАР
363,"192,200,000 ₮","50,000 ₮",Х. Ц***А,09:13:28,0001 УАР
362,"192,150,000 ₮","50,000 ₮",Ч. Б***Т,09:13:25,0001 УАР
361,"192,100,000 ₮","50,000 ₮",Х. Ц***А,09:13:23,0001 УАР
360,"192,050,000 ₮","50,000 ₮",Д. О***Р,09:13:22,0001 УАР
359,"192,000,000 ₮","50,000 ₮",Ц. Б***Ж,09:13:21,0001 УАР
358,"191,950,000 ₮","50,000 ₮",Х. Ц***А,09:13:19,0001 УАР
357,"191,900,000 ₮","100,000 ₮",С. Г***Р,09:13:19,0001 УАР
356,"191,800,000 ₮","50,000 ₮",Д. О***Р,09:13:17,0001 УАР
355,"191,750,000 ₮","50,000 ₮",Х. Ц***А,09:13:15,0001 УАР
354,"191,700,000 ₮","50,000 ₮",Д. О***Р,09:13:13,0001 УАР
353,"191,650,000 ₮","50,000 ₮",Ж. Э***Д,09:13:01,0001 УАР
352,"191,600,000 ₮","50,000 ₮",Х. Ц***А,09:13:01,0001 УАР
351,"191,550,000 ₮","1,000,000 ₮",Я. Б***Ж,09:12:58,0001 УАР
350,"190,550,000 ₮","50,000 ₮",С. Г***Р,09:12:57,0001 УАР
349,"190,500,000 ₮","50,000 ₮",Х. Ц***А,09:12:55,0001 УАР
348,"190,450,000 ₮","100,000 ₮",Ж. Э***Д,09:12:50,0001 УАР
347,"190,350,000 ₮","1,000,000 ₮",О. Б***Р,09:12:48,0001 УАР
346,"189,350,000 ₮","50,000 ₮",С. Г***Р,09:12:42,0001 УАР
345,"189,300,000 ₮","1,000,000 ₮",О. Б***Р,09:12:41,0001 УАР
344,"188,300,000 ₮","50,000 ₮",З. О***Р,09:12:41,0001 УАР
343,"188,250,000 ₮","1,000,000 ₮",Х. Ц***А,09:12:41,0001 УАР
342,"187,250,000 ₮","300,000 ₮",Ж. Э***Д,09:12:38,0001 УАР
341,"186,950,000 ₮","1,000,000 ₮",О. Б***Р,09:12:29,0001 УАР
340,"185,950,000 ₮","1,000,000 ₮",Ж. Э***Д,09:12:26,0001 УАР
339,"184,950,000 ₮","1,000,000 ₮",О. Б***Р,09:12:17,0001 УАР
338,"183,950,000 ₮","1,000,000 ₮",Ч. Б***Т,09:12:16,0001 УАР
337,"182,950,000 ₮","50,000 ₮",С. Г***Р,09:12:16,0001 УАР
336,"182,900,000 ₮","1,000,000 ₮",Ж. Э***Д,09:12:14,0001 УАР
335,"181,900,000 ₮","1,000,000 ₮",О. Б***Р,09:12:08,0001 УАР
334,"180,900,000 ₮","50,000 ₮",Х. Ц***А,09:12:01,0001 УАР
333,"180,850,000 ₮","1,000,000 ₮",О. Б***Р,09:12:00,0001 УАР
332,"179,850,000 ₮","300,000 ₮",О. Д***Н,09:11:41,0001 УАР
331,"179,550,000 ₮","50,000 ₮",Д. О***Р,09:11:31,0001 УАР
330,"179,500,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:11:26,0001 УАР
329,"178,500,000 ₮","50,000 ₮",Х. Ц***А,09:11:25,0001 УАР
328,"178,450,000 ₮","1,000,000 ₮",Ч. Б***Т,09:11:20,0001 УАР
327,"177,450,000 ₮","50,000 ₮",Х. Ц***А,09:11:13,0001 УАР
326,"177,400,000 ₮","100,000 ₮",С. Г***Р,09:11:05,0001 УАР
325,"177,300,000 ₮","50,000 ₮",О. Д***Н,09:11:03,0001 УАР
324,"177,250,000 ₮","500,000 ₮",Х. Ц***А,09:11:00,0001 УАР
323,"176,750,000 ₮","50,000 ₮",Д. О***Р,09:10:59,0001 УАР
322,"176,700,000 ₮","50,000 ₮",Д. Б***Р,09:10:50,0001 УАР
321,"176,650,000 ₮","50,000 ₮",Г. Э***Г,09:10:42,0001 УАР
320,"176,600,000 ₮","500,000 ₮",О. Б***Р,09:10:41,0001 УАР
319,"176,100,000 ₮","300,000 ₮",Ц. Б***Ж,09:10:34,0001 УАР
318,"175,800,000 ₮","1,000,000 ₮",О. Б***Р,09:10:27,0001 УАР
317,"174,800,000 ₮","500,000 ₮",Х. Ц***А,09:10:25,0001 УАР
316,"174,300,000 ₮","100,000 ₮",Р. А***А,09:10:23,0001 УАР
315,"174,200,000 ₮","1,000,000 ₮",О. Б***Р,09:10:11,0001 УАР
314,"173,200,000 ₮","300,000 ₮",С. Г***Р,09:10:11,0001 УАР
313,"172,900,000 ₮","300,000 ₮",Я. Б***Ж,09:10:11,0001 УАР
312,"172,600,000 ₮","1,000,000 ₮",Ч. Б***Т,09:10:10,0001 УАР
311,"171,600,000 ₮","1,000,000 ₮",Г. Э***Г,09:10:03,0001 УАР
310,"170,600,000 ₮","1,000,000 ₮",О. Б***Р,09:10:03,0001 УАР
309,"169,600,000 ₮","50,000 ₮",С. Г***Р,09:10:00,0001 УАР
308,"169,550,000 ₮","1,000,000 ₮",О. Б***Р,09:09:55,0001 УАР
307,"168,550,000 ₮","50,000 ₮",Б. Б***Р,09:09:55,0001 УАР
306,"168,500,000 ₮","1,000,000 ₮",Ж. Э***Д,09:09:50,0001 УАР
305,"167,500,000 ₮","50,000 ₮",О. Д***Н,09:09:49,0001 УАР
304,"167,450,000 ₮","1,000,000 ₮",О. Б***Р,09:09:45,0001 УАР
303,"166,450,000 ₮","50,000 ₮",С. Г***Р,09:09:41,0001 УАР
302,"166,400,000 ₮","1,000,000 ₮",О. Б***Р,09:09:40,0001 УАР
301,"165,400,000 ₮","1,000,000 ₮",Х. Ц***А,09:09:38,0001 УАР
300,"164,400,000 ₮","50,000 ₮",С. Э***Л,09:09:22,0001 УАР
299,"164,350,000 ₮","50,000 ₮",Э. Э***Р,09:09:19,0001 УАР
298,"164,300,000 ₮","50,000 ₮",Д. О***Р,09:09:16,0001 УАР
297,"164,250,000 ₮","50,000 ₮",Д. М***Н,09:09:12,0001 УАР
296,"164,200,000 ₮","500,000 ₮",О. Б***Р,09:09:04,0001 УАР
295,"163,700,000 ₮","50,000 ₮",Д. О***Р,09:08:57,0001 УАР
294,"163,650,000 ₮","500,000 ₮",О. Б***Р,09:08:56,0001 УАР
293,"163,150,000 ₮","1,000,000 ₮",Х. Ц***А,09:08:51,0001 УАР
292,"162,150,000 ₮","50,000 ₮",О. Д***Н,09:08:50,0001 УАР
291,"162,100,000 ₮","50,000 ₮",Д. О***Р,09:08:50,0001 УАР
290,"162,050,000 ₮","50,000 ₮",З. О***Р,09:08:45,0001 УАР
289,"162,000,000 ₮","50,000 ₮",Л. Н***Й,09:08:34,0001 УАР
