"INDICATOR","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Inflation rate","52.7","325.5","183","66.3","53.1","44.6","20.5","6","10","8.1","8","1.6","4.7","11","9.5","6.2","17.8","22.1","4.2","13","8.9","14","12.5","10.4","1.9","1.3","6.4","8.1","5.2","2.3"
