"Bag, khoroo","Type of livestock","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Total","Total","22,574.72","22,692.57","23,108.05","23,538.02","24,313.5","24,351.57","23,683.96","22,942.11","24,025.66","24,284.6","23,771.44","24,263.05","24,764.64","23,570.29","22,591.94","22,485.49","22,644","22,741.07","23,122.23","24,674.92","25,856.88","25,527.9","25,694.09","25,174.7","26,808.1","28,572.31","29,300.12","31,292.3","32,897.53","33,568.9","30,227.5","26,075.34","23,897.57","25,427.7","28,027.95","30,398.83","34,802.94","40,263.84","43,288.51","44,023.9","32,729.53","36,335.78","40,920.92","45,144.32","51,982.58","55,979.78","61,549.24","66,218.96","66,460.18"
