"Aimag","Sex","2000-IV","2001-I","2001-II","2001-III","2001-IV","2002-I","2002-II","2002-III","2002-IV","2003-I","2003-II","2003-III","2003-IV","2004-I","2004-II","2004-III","2004-IV","2005-I","2005-II","2005-III","2005-IV","2006-I","2006-II","2006-III","2006-IV","2007-I","2007-II","2007-III","2007-IV","2008-I","2008-II","2008-III","2008-IV","2009-I","2009-II","2009-III","2009-IV","2010-I","2010-II","2010-III","2010-IV","2011-I","2011-II","2011-III","2011-IV","2012-I","2012-II","2012-III","2012-IV","2013-I","2014-I","2014-II","2014-III","2014-IV","2015-I","2015-II","2015-III","2015-IV","2016-I","2016-II","2016-III","2016-IV","2017-I","2017-II","2017-III","2017-IV","2018-I","2018-II","2018-III","2018-IV"
"Ulaanbaatar","Total","74.4","73.4","81.5","78.4","76.7","77.0","81.6","83.4","86.2","80.1","96.0","91.8","89.6","87.6","95.7","101.2","100.2","101.1","101.3","103.2","110.4","120.2","133.6","135.7","144.2","166.2","177.6","179.7","219.9","244.3","274.1","281.1","301.6","308.7","341.0","328.7","337.3","340.8","379.9","363.1","416.4","430.3","462.1","478.6","510.1","556.8","618.1","615.8","652.2","731.6","834.3","849.2","872.7","921.5","925.3","924.6","915.2","956.2","963.6","975.0","","1,053.3","1,081.4","1,099.8","1,075.1","1,167.8","1,116.6","1,147.3","1,156.2","1,255.7"
