"Group","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02"
"Overall index","56.2","56.6","56.7","58.1","58.7","58.8","58.8","58.1","58.3","58.4","58.6","59.1","59.2","60.2","60.8","61.6","62.1","62.3","62.6","64.3","65.6","67","68.3","69.6","71","72.9","75.4","79.7","83.1","83.2","83.2","86.3","86.7","85.7","84.9","84.9","85.6","86.1","87.7","89.6","89.7","88.5","87.3","86.8","86.7","86.5","87.9","88.5","90.5","93.3","95.1","97.1","100.2","98.6","95.8","96.5","95.9","96.2","97.6","100","101.5","102","101.6","101.6","103.1","104.3","105","105.3","106.5","106.9","107.7","108.9","111.8","114.7","117.2","117.8","119","119.6","120.2","121","122.3","123","123.2","124.2","126.4","127.7","128.7","130.2","130.5","130.1","130.3","132.4","134.3","136.2","137.9","139.7","141.4","142.7","143.9","145.4","147.6","148.4","149","149.7","150.8","151.9","153","154.3","155.3","156","157.3","158.8","159.4","159.3","159.3","159.5","158.2","157.2","157.6","157.2","158","159.1","159.9","162.1","162.3","161.8","160.8","159.1","158.1","157.1","157.8","159","160.5","161.8","163.7","165.6","166.5","165.6","165.7","167","167.4","168.1","168.3","169.2","171.8","173.2","174.8","175.9","177","177.8","178.8","177.3","177.3","179","182.2","183.3","184.3","185.2"
