"commodity groups","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Live animals, animals origin products","10,414.30","14,136.80","18,664.20","18,793.20","21,864.50","23,102.50","26,369.20","28,864.20","22,505.40","18,354.90","19,608.40","25,662.10","26,733.00","31,641.50","45,808.80","69,384.30","39,946.90","24,237.30","24,224.10","16,513.50","26,382.00","29,242.20","67,416.80","102,121.20"
