date,product,market,size,price
2019-03-20,"Potato, Mongolian",Nomin,kg,699.0
2019-03-20,"Potato, Mongolian",Orgil,kg,899.0
2019-03-20,"Potato, Mongolian",Sansar,kg,999.0
2019-03-20,"Potato, Mongolian",Saruul,kg,
2019-03-20,"Potato, Mongolian",Tavan Erdene,kg,900.0
2019-03-20,"Round Bread, Czech Style",Bars,each,1300.0
2019-03-20,"Round Bread, Czech Style",Bayanzurkh,each,1400.0
2019-03-20,"Round Bread, Czech Style",Bumbugur,each,1300.0
2019-03-20,"Round Bread, Czech Style",Emart,each,1370.0
2019-03-20,"Round Bread, Czech Style",Kharkhorin,each,1350.0
2019-03-20,"Round Bread, Czech Style",Khuchit Shonkhor,each,1400.0
2019-03-20,"Round Bread, Czech Style",Max/M Mart,each,1440.0
2019-03-20,"Round Bread, Czech Style",Mercury/Ikh Nayad,each,1400.0
2019-03-20,"Round Bread, Czech Style",Nomin,each,1379.0
2019-03-20,"Round Bread, Czech Style",Orgil,each,1460.0
2019-03-20,"Round Bread, Czech Style",Sansar,each,1430.0
2019-03-20,"Round Bread, Czech Style",Saruul,each,
2019-03-20,"Round Bread, Czech Style",Tavan Erdene,each,1400.0
2019-03-20,Sugar,Bars,kg,2600.0
2019-03-20,Sugar,Bayanzurkh,kg,2750.0
2019-03-20,Sugar,Bumbugur,kg,2600.0
2019-03-20,Sugar,Emart,kg,
2019-03-20,Sugar,Kharkhorin,kg,2600.0
2019-03-20,Sugar,Khuchit Shonkhor,kg,2700.0
2019-03-20,Sugar,Max/M Mart,kg,
2019-03-20,Sugar,Mercury/Ikh Nayad,kg,
2019-03-20,Sugar,Nomin,kg,
2019-03-20,Sugar,Orgil,kg,
2019-03-20,Sugar,Sansar,kg,
2019-03-20,Sugar,Saruul,kg,
2019-03-20,Sugar,Tavan Erdene,kg,2700.0
2019-03-20,"Suu Brand Milk, 0.5l",Bars,liter,1100.0
2019-03-20,"Suu Brand Milk, 0.5l",Bayanzurkh,liter,1100.0
2019-03-20,"Suu Brand Milk, 0.5l",Bumbugur,liter,1100.0
2019-03-20,"Suu Brand Milk, 0.5l",Emart,liter,1120.0
2019-03-20,"Suu Brand Milk, 0.5l",Kharkhorin,liter,1100.0
2019-03-20,"Suu Brand Milk, 0.5l",Khuchit Shonkhor,liter,1150.0
2019-03-20,"Suu Brand Milk, 0.5l",Max/M Mart,liter,1110.0
2019-03-20,"Suu Brand Milk, 0.5l",Mercury/Ikh Nayad,liter,1200.0
2019-03-20,"Suu Brand Milk, 0.5l",Nomin,liter,1099.0
2019-03-20,"Suu Brand Milk, 0.5l",Orgil,liter,1149.0
2019-03-20,"Suu Brand Milk, 0.5l",Sansar,liter,1180.0
2019-03-20,"Suu Brand Milk, 0.5l",Saruul,liter,
2019-03-20,"Suu Brand Milk, 0.5l",Tavan Erdene,liter,1100.0
2019-03-20,"Suu Brand Milk, 1l",Bars,liter,2700.0
2019-03-20,"Suu Brand Milk, 1l",Bayanzurkh,liter,2650.0
2019-03-20,"Suu Brand Milk, 1l",Bumbugur,liter,2700.0
2019-03-20,"Suu Brand Milk, 1l",Emart,liter,2750.0
2019-03-20,"Suu Brand Milk, 1l",Kharkhorin,liter,2650.0
2019-03-20,"Suu Brand Milk, 1l",Khuchit Shonkhor,liter,2700.0
2019-03-20,"Suu Brand Milk, 1l",Max/M Mart,liter,2710.0
2019-03-20,"Suu Brand Milk, 1l",Mercury/Ikh Nayad,liter,2800.0
2019-03-20,"Suu Brand Milk, 1l",Nomin,liter,2829.0
2019-03-20,"Suu Brand Milk, 1l",Orgil,liter,2720.0
2019-03-20,"Suu Brand Milk, 1l",Sansar,liter,2790.0
2019-03-20,"Suu Brand Milk, 1l",Saruul,liter,
2019-03-20,"Suu Brand Milk, 1l",Tavan Erdene,liter,2800.0
2019-03-20,Vegatable Oil,Bars,1 liter,3300.0
2019-03-20,Vegatable Oil,Bayanzurkh,1 liter,3200.0
2019-03-20,Vegatable Oil,Bumbugur,1 liter,3200.0
2019-03-20,Vegatable Oil,Emart,1 liter,3750.0
2019-03-20,Vegatable Oil,Kharkhorin,1 liter,3200.0
2019-03-20,Vegatable Oil,Khuchit Shonkhor,1 liter,3300.0
2019-03-20,Vegatable Oil,Max/M Mart,1 liter,3740.0
2019-03-20,Vegatable Oil,Mercury/Ikh Nayad,1 liter,
2019-03-20,Vegatable Oil,Nomin,1 liter,3749.0
2019-03-20,Vegatable Oil,Orgil,1 liter,3750.0
2019-03-20,Vegatable Oil,Sansar,1 liter,3690.0
2019-03-20,Vegatable Oil,Saruul,1 liter,
2019-03-20,Vegatable Oil,Tavan Erdene,1 liter,3400.0
2019-03-20,White Rice,Bars,kg,3400.0
2019-03-20,White Rice,Bayanzurkh,kg,3400.0
2019-03-20,White Rice,Bumbugur,kg,3500.0
2019-03-20,White Rice,Emart,kg,
2019-03-20,White Rice,Kharkhorin,kg,3400.0
2019-03-20,White Rice,Khuchit Shonkhor,kg,3500.0
2019-03-20,White Rice,Max/M Mart,kg,3570.0
2019-03-20,White Rice,Mercury/Ikh Nayad,kg,
2019-03-20,White Rice,Nomin,kg,3480.0
2019-03-20,White Rice,Orgil,kg,
2019-03-20,White Rice,Sansar,kg,3480.0
2019-03-20,White Rice,Saruul,kg,
2019-03-20,White Rice,Tavan Erdene,kg,3500.0
2019-03-20,Yellow Rice,Bars,kg,1800.0
2019-03-20,Yellow Rice,Bayanzurkh,kg,2000.0
2019-03-20,Yellow Rice,Bumbugur,kg,2000.0
2019-03-20,Yellow Rice,Emart,kg,
2019-03-20,Yellow Rice,Kharkhorin,kg,2000.0
2019-03-20,Yellow Rice,Khuchit Shonkhor,kg,1800.0
2019-03-20,Yellow Rice,Max/M Mart,kg,
2019-03-20,Yellow Rice,Mercury/Ikh Nayad,kg,
2019-03-20,Yellow Rice,Nomin,kg,
2019-03-20,Yellow Rice,Orgil,kg,
2019-03-20,Yellow Rice,Sansar,kg,
2019-03-20,Yellow Rice,Saruul,kg,
2019-03-20,Yellow Rice,Tavan Erdene,kg,2000.0
2019-03-20,Yogurt,Bars,liter,2500.0
2019-03-20,Yogurt,Bayanzurkh,liter,2600.0
2019-03-20,Yogurt,Bumbugur,liter,2600.0
2019-03-20,Yogurt,Emart,liter,2420.0
2019-03-20,Yogurt,Kharkhorin,liter,2550.0
2019-03-20,Yogurt,Khuchit Shonkhor,liter,2600.0
2019-03-20,Yogurt,Max/M Mart,liter,2580.0
2019-03-20,Yogurt,Mercury/Ikh Nayad,liter,2600.0
2019-03-20,Yogurt,Nomin,liter,2580.0
2019-03-20,Yogurt,Orgil,liter,2650.0
2019-03-20,Yogurt,Sansar,liter,2660.0
2019-03-20,Yogurt,Saruul,liter,
2019-03-20,Yogurt,Tavan Erdene,liter,2650.0
2019-03-27,"Altan Taria Flour, First Grade",Bars,kg,950.0
2019-03-27,"Altan Taria Flour, First Grade",Bayanzurkh,kg,1100.0
2019-03-27,"Altan Taria Flour, First Grade",Bumbugur,kg,1000.0
2019-03-27,"Altan Taria Flour, First Grade",Emart,kg,1080.0
2019-03-27,"Altan Taria Flour, First Grade",Kharkhorin,kg,1100.0
2019-03-27,"Altan Taria Flour, First Grade",Khuchit Shonkhor,kg,1100.0
2019-03-27,"Altan Taria Flour, First Grade",Max/M Mart,kg,1012.0
2019-03-27,"Altan Taria Flour, First Grade",Mercury/Ikh Nayad,kg,
2019-03-27,"Altan Taria Flour, First Grade",Nomin,kg,1010.0
2019-03-27,"Altan Taria Flour, First Grade",Orgil,kg,1075.0
2019-03-27,"Altan Taria Flour, First Grade",Sansar,kg,1160.0
2019-03-27,"Altan Taria Flour, First Grade",Saruul,kg,
2019-03-27,"Altan Taria Flour, First Grade",Tavan Erdene,kg,1100.0
2019-03-27,"Altan Taria Flour, High Grade",Bars,kg,1250.0
2019-03-27,"Altan Taria Flour, High Grade",Bayanzurkh,kg,1400.0
2019-03-27,"Altan Taria Flour, High Grade",Bumbugur,kg,1300.0
2019-03-27,"Altan Taria Flour, High Grade",Emart,kg,1448.0
2019-03-27,"Altan Taria Flour, High Grade",Kharkhorin,kg,1300.0
2019-03-27,"Altan Taria Flour, High Grade",Khuchit Shonkhor,kg,1300.0
2019-03-27,"Altan Taria Flour, High Grade",Max/M Mart,kg,1410.0
2019-03-27,"Altan Taria Flour, High Grade",Mercury/Ikh Nayad,kg,
2019-03-27,"Altan Taria Flour, High Grade",Nomin,kg,1400.0
2019-03-27,"Altan Taria Flour, High Grade",Orgil,kg,1420.0
2019-03-27,"Altan Taria Flour, High Grade",Sansar,kg,1310.0
2019-03-27,"Altan Taria Flour, High Grade",Saruul,kg,
2019-03-27,"Altan Taria Flour, High Grade",Tavan Erdene,kg,1300.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Bars,kg,1000.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Bayanzurkh,kg,1100.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Bumbugur,kg,1050.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Emart,kg,1100.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Kharkhorin,kg,1150.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Khuchit Shonkhor,kg,1100.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Max/M Mart,kg,1040.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Mercury/Ikh Nayad,kg,1200.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Nomin,kg,1069.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Orgil,kg,1110.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Sansar,kg,1090.0
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Saruul,kg,
2019-03-27,"Altan Taria Packaged Flour, 1st Grade",Tavan Erdene,kg,1100.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Bars,kg,800.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Bayanzurkh,kg,900.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Bumbugur,kg,850.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Emart,kg,840.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Kharkhorin,kg,900.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Khuchit Shonkhor,kg,850.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Max/M Mart,kg,870.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Mercury/Ikh Nayad,kg,1000.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Nomin,kg,819.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Orgil,kg,820.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Sansar,kg,850.0
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Saruul,kg,
2019-03-27,"Altan Taria Packaged Flour, 2nd Grade",Tavan Erdene,kg,900.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Bars,kg,1300.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Bayanzurkh,kg,1400.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Bumbugur,kg,1250.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Emart,kg,1480.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Kharkhorin,kg,1300.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Khuchit Shonkhor,kg,1300.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Max/M Mart,kg,1430.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Mercury/Ikh Nayad,kg,1500.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Nomin,kg,1450.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Orgil,kg,1340.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Sansar,kg,1330.0
2019-03-27,"Altan Taria Packaged Flour, High Grade",Saruul,kg,
2019-03-27,"Altan Taria Packaged Flour, High Grade",Tavan Erdene,kg,1300.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Bars,kg,1700.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Bayanzurkh,kg,1700.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Bumbugur,kg,1750.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Emart,kg,1860.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Kharkhorin,kg,1700.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Khuchit Shonkhor,kg,1850.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Max/M Mart,kg,1780.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Mercury/Ikh Nayad,kg,1800.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Nomin,kg,1799.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Orgil,kg,1780.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Sansar,kg,1750.0
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Saruul,kg,
2019-03-27,"Altan Taria Packaged Flour, Top Grade",Tavan Erdene,kg,1700.0
2019-03-27,"Apple, Fuji",Bars,kg,4000.0
2019-03-27,"Apple, Fuji",Bayanzurkh,kg,4000.0
2019-03-27,"Apple, Fuji",Bumbugur,kg,4000.0
2019-03-27,"Apple, Fuji",Emart,kg,
2019-03-27,"Apple, Fuji",Kharkhorin,kg,4000.0
2019-03-27,"Apple, Fuji",Khuchit Shonkhor,kg,4000.0
2019-03-27,"Apple, Fuji",Max/M Mart,kg,4500.0
2019-03-27,"Apple, Fuji",Mercury/Ikh Nayad,kg,
2019-03-27,"Apple, Fuji",Nomin,kg,4199.0
2019-03-27,"Apple, Fuji",Orgil,kg,
2019-03-27,"Apple, Fuji",Sansar,kg,4500.0
2019-03-27,"Apple, Fuji",Saruul,kg,
2019-03-27,"Apple, Fuji",Tavan Erdene,kg,4500.0
2019-03-27,Atar Brand Bread,Bars,each,1200.0
2019-03-27,Atar Brand Bread,Bayanzurkh,each,1200.0
2019-03-27,Atar Brand Bread,Bumbugur,each,1200.0
2019-03-27,Atar Brand Bread,Emart,each,1310.0
2019-03-27,Atar Brand Bread,Kharkhorin,each,1200.0
2019-03-27,Atar Brand Bread,Khuchit Shonkhor,each,1250.0
2019-03-27,Atar Brand Bread,Max/M Mart,each,1310.0
2019-03-27,Atar Brand Bread,Mercury/Ikh Nayad,each,1300.0
2019-03-27,Atar Brand Bread,Nomin,each,1239.0
2019-03-27,Atar Brand Bread,Orgil,each,1240.0
2019-03-27,Atar Brand Bread,Sansar,each,1320.0
2019-03-27,Atar Brand Bread,Saruul,each,
2019-03-27,Atar Brand Bread,Tavan Erdene,each,1250.0
2019-03-27,Beef Boneless,Bars,kg,11000.0
2019-03-27,Beef Boneless,Bayanzurkh,kg,11000.0
2019-03-27,Beef Boneless,Bumbugur,kg,12000.0
2019-03-27,Beef Boneless,Emart,kg,13700.0
2019-03-27,Beef Boneless,Kharkhorin,kg,10000.0
2019-03-27,Beef Boneless,Khuchit Shonkhor,kg,11500.0
2019-03-27,Beef Boneless,Max/M Mart,kg,12300.0
2019-03-27,Beef Boneless,Mercury/Ikh Nayad,kg,12000.0
2019-03-27,Beef Boneless,Nomin,kg,11500.0
2019-03-27,Beef Boneless,Orgil,kg,
2019-03-27,Beef Boneless,Sansar,kg,
2019-03-27,Beef Boneless,Saruul,kg,
2019-03-27,Beef Boneless,Tavan Erdene,kg,11500.0
2019-03-27,Beef w/Bones,Bars,kg,9000.0
2019-03-27,Beef w/Bones,Bayanzurkh,kg,8800.0
2019-03-27,Beef w/Bones,Bumbugur,kg,9500.0
2019-03-27,Beef w/Bones,Emart,kg,10500.0
2019-03-27,Beef w/Bones,Kharkhorin,kg,8500.0
2019-03-27,Beef w/Bones,Khuchit Shonkhor,kg,9000.0
2019-03-27,Beef w/Bones,Max/M Mart,kg,10290.0
2019-03-27,Beef w/Bones,Mercury/Ikh Nayad,kg,10000.0
2019-03-27,Beef w/Bones,Nomin,kg,10500.0
2019-03-27,Beef w/Bones,Orgil,kg,
2019-03-27,Beef w/Bones,Sansar,kg,
2019-03-27,Beef w/Bones,Saruul,kg,
2019-03-27,Beef w/Bones,Tavan Erdene,kg,9500.0
2019-03-27,"Beet, Mongolian",Bars,kg,1500.0
2019-03-27,"Beet, Mongolian",Bayanzurkh,kg,1500.0
2019-03-27,"Beet, Mongolian",Bumbugur,kg,1800.0
2019-03-27,"Beet, Mongolian",Emart,kg,
2019-03-27,"Beet, Mongolian",Kharkhorin,kg,1500.0
2019-03-27,"Beet, Mongolian",Khuchit Shonkhor,kg,1800.0
2019-03-27,"Beet, Mongolian",Max/M Mart,kg,
2019-03-27,"Beet, Mongolian",Mercury/Ikh Nayad,kg,2000.0
2019-03-27,"Beet, Mongolian",Nomin,kg,
2019-03-27,"Beet, Mongolian",Orgil,kg,
2019-03-27,"Beet, Mongolian",Sansar,kg,
2019-03-27,"Beet, Mongolian",Saruul,kg,
2019-03-27,"Beet, Mongolian",Tavan Erdene,kg,1800.0
2019-03-27,Brown Bread,Bars,300 g,900.0
2019-03-27,Brown Bread,Bayanzurkh,300 g,950.0
2019-03-27,Brown Bread,Bumbugur,300 g,850.0
2019-03-27,Brown Bread,Emart,300 g,990.0
2019-03-27,Brown Bread,Kharkhorin,300 g,900.0
2019-03-27,Brown Bread,Khuchit Shonkhor,300 g,950.0
2019-03-27,Brown Bread,Max/M Mart,300 g,1040.0
2019-03-27,Brown Bread,Mercury/Ikh Nayad,300 g,1000.0
2019-03-27,Brown Bread,Nomin,300 g,969.0
2019-03-27,Brown Bread,Orgil,300 g,1020.0
2019-03-27,Brown Bread,Sansar,300 g,980.0
2019-03-27,Brown Bread,Saruul,300 g,
2019-03-27,Brown Bread,Tavan Erdene,300 g,950.0
2019-03-27,"Butter, Suu LTD",Bars,kg,4200.0
2019-03-27,"Butter, Suu LTD",Bayanzurkh,kg,4200.0
2019-03-27,"Butter, Suu LTD",Bumbugur,kg,
2019-03-27,"Butter, Suu LTD",Emart,kg,
2019-03-27,"Butter, Suu LTD",Kharkhorin,kg,
2019-03-27,"Butter, Suu LTD",Khuchit Shonkhor,kg,4300.0
2019-03-27,"Butter, Suu LTD",Max/M Mart,kg,4290.0
2019-03-27,"Butter, Suu LTD",Mercury/Ikh Nayad,kg,
2019-03-27,"Butter, Suu LTD",Nomin,kg,
2019-03-27,"Butter, Suu LTD",Orgil,kg,
2019-03-27,"Butter, Suu LTD",Sansar,kg,
2019-03-27,"Butter, Suu LTD",Saruul,kg,
2019-03-27,"Butter, Suu LTD",Tavan Erdene,kg,
2019-03-27,"Cabbage, Mongolian",Bars,kg,1200.0
2019-03-27,"Cabbage, Mongolian",Bayanzurkh,kg,1200.0
2019-03-27,"Cabbage, Mongolian",Bumbugur,kg,1500.0
2019-03-27,"Cabbage, Mongolian",Emart,kg,1390.0
2019-03-27,"Cabbage, Mongolian",Kharkhorin,kg,1200.0
2019-03-27,"Cabbage, Mongolian",Khuchit Shonkhor,kg,1200.0
2019-03-27,"Cabbage, Mongolian",Max/M Mart,kg,1440.0
2019-03-27,"Cabbage, Mongolian",Mercury/Ikh Nayad,kg,1500.0
2019-03-27,"Cabbage, Mongolian",Nomin,kg,1499.0
2019-03-27,"Cabbage, Mongolian",Orgil,kg,1499.0
2019-03-27,"Cabbage, Mongolian",Sansar,kg,1280.0
2019-03-27,"Cabbage, Mongolian",Saruul,kg,
2019-03-27,"Cabbage, Mongolian",Tavan Erdene,kg,1200.0
2019-03-27,"Carrot, Mongolian",Bars,kg,1000.0
2019-03-27,"Carrot, Mongolian",Bayanzurkh,kg,1200.0
2019-03-27,"Carrot, Mongolian",Bumbugur,kg,1000.0
2019-03-27,"Carrot, Mongolian",Emart,kg,1430.0
2019-03-27,"Carrot, Mongolian",Kharkhorin,kg,1000.0
2019-03-27,"Carrot, Mongolian",Khuchit Shonkhor,kg,1200.0
2019-03-27,"Carrot, Mongolian",Max/M Mart,kg,1249.0
2019-03-27,"Carrot, Mongolian",Mercury/Ikh Nayad,kg,1500.0
2019-03-27,"Carrot, Mongolian",Nomin,kg,1249.0
2019-03-27,"Carrot, Mongolian",Orgil,kg,1299.0
2019-03-27,"Carrot, Mongolian",Sansar,kg,1299.0
2019-03-27,"Carrot, Mongolian",Saruul,kg,
2019-03-27,"Carrot, Mongolian",Tavan Erdene,kg,1200.0
2019-03-27,"Egg, Russian",Bars,each,280.0
2019-03-27,"Egg, Russian",Bayanzurkh,each,300.0
2019-03-27,"Egg, Russian",Bumbugur,each,280.0
2019-03-27,"Egg, Russian",Emart,each,400.0
2019-03-27,"Egg, Russian",Kharkhorin,each,300.0
2019-03-27,"Egg, Russian",Khuchit Shonkhor,each,280.0
2019-03-27,"Egg, Russian",Max/M Mart,each,375.0
2019-03-27,"Egg, Russian",Mercury/Ikh Nayad,each,350.0
2019-03-27,"Egg, Russian",Nomin,each,390.0
2019-03-27,"Egg, Russian",Orgil,each,380.0
2019-03-27,"Egg, Russian",Sansar,each,340.0
2019-03-27,"Egg, Russian",Saruul,each,
2019-03-27,"Egg, Russian",Tavan Erdene,each,310.0
2019-03-27,Goat Meat w/Bones,Bars,kg,
2019-03-27,Goat Meat w/Bones,Bayanzurkh,kg,
2019-03-27,Goat Meat w/Bones,Bumbugur,kg,
2019-03-27,Goat Meat w/Bones,Emart,kg,
2019-03-27,Goat Meat w/Bones,Kharkhorin,kg,6300.0
2019-03-27,Goat Meat w/Bones,Khuchit Shonkhor,kg,6500.0
2019-03-27,Goat Meat w/Bones,Max/M Mart,kg,
2019-03-27,Goat Meat w/Bones,Mercury/Ikh Nayad,kg,
2019-03-27,Goat Meat w/Bones,Nomin,kg,
2019-03-27,Goat Meat w/Bones,Orgil,kg,
2019-03-27,Goat Meat w/Bones,Sansar,kg,
2019-03-27,Goat Meat w/Bones,Saruul,kg,
2019-03-27,Goat Meat w/Bones,Tavan Erdene,kg,
2019-03-27,"Gree Tea, Georgia",Bars,kg,1500.0
2019-03-27,"Gree Tea, Georgia",Bayanzurkh,kg,1500.0
2019-03-27,"Gree Tea, Georgia",Bumbugur,kg,1500.0
2019-03-27,"Gree Tea, Georgia",Emart,kg,1520.0
2019-03-27,"Gree Tea, Georgia",Kharkhorin,kg,1500.0
2019-03-27,"Gree Tea, Georgia",Khuchit Shonkhor,kg,1500.0
2019-03-27,"Gree Tea, Georgia",Max/M Mart,kg,1540.0
2019-03-27,"Gree Tea, Georgia",Mercury/Ikh Nayad,kg,
2019-03-27,"Gree Tea, Georgia",Nomin,kg,1599.0
2019-03-27,"Gree Tea, Georgia",Orgil,kg,1530.0
2019-03-27,"Gree Tea, Georgia",Sansar,kg,1550.0
2019-03-27,"Gree Tea, Georgia",Saruul,kg,
2019-03-27,"Gree Tea, Georgia",Tavan Erdene,kg,1500.0
2019-03-27,Horse Meat w/Bones,Bars,kg,
2019-03-27,Horse Meat w/Bones,Bayanzurkh,kg,6500.0
2019-03-27,Horse Meat w/Bones,Bumbugur,kg,7000.0
2019-03-27,Horse Meat w/Bones,Emart,kg,
2019-03-27,Horse Meat w/Bones,Kharkhorin,kg,6500.0
2019-03-27,Horse Meat w/Bones,Khuchit Shonkhor,kg,7000.0
2019-03-27,Horse Meat w/Bones,Max/M Mart,kg,
2019-03-27,Horse Meat w/Bones,Mercury/Ikh Nayad,kg,
2019-03-27,Horse Meat w/Bones,Nomin,kg,
2019-03-27,Horse Meat w/Bones,Orgil,kg,
2019-03-27,Horse Meat w/Bones,Sansar,kg,
2019-03-27,Horse Meat w/Bones,Saruul,kg,
2019-03-27,Horse Meat w/Bones,Tavan Erdene,kg,
2019-03-27,"Milk, Bulk",Bars,liter,2000.0
2019-03-27,"Milk, Bulk",Bayanzurkh,liter,
2019-03-27,"Milk, Bulk",Bumbugur,liter,
2019-03-27,"Milk, Bulk",Emart,liter,
2019-03-27,"Milk, Bulk",Kharkhorin,liter,1800.0
2019-03-27,"Milk, Bulk",Khuchit Shonkhor,liter,
2019-03-27,"Milk, Bulk",Max/M Mart,liter,
2019-03-27,"Milk, Bulk",Mercury/Ikh Nayad,liter,
2019-03-27,"Milk, Bulk",Nomin,liter,
2019-03-27,"Milk, Bulk",Orgil,liter,
2019-03-27,"Milk, Bulk",Sansar,liter,
2019-03-27,"Milk, Bulk",Saruul,liter,
2019-03-27,"Milk, Bulk",Tavan Erdene,liter,
2019-03-27,Mutton Boneless,Bars,kg,
2019-03-27,Mutton Boneless,Bayanzurkh,kg,8500.0
2019-03-27,Mutton Boneless,Bumbugur,kg,9000.0
2019-03-27,Mutton Boneless,Emart,kg,
2019-03-27,Mutton Boneless,Kharkhorin,kg,8500.0
2019-03-27,Mutton Boneless,Khuchit Shonkhor,kg,8500.0
2019-03-27,Mutton Boneless,Max/M Mart,kg,
2019-03-27,Mutton Boneless,Mercury/Ikh Nayad,kg,
2019-03-27,Mutton Boneless,Nomin,kg,
2019-03-27,Mutton Boneless,Orgil,kg,
2019-03-27,Mutton Boneless,Sansar,kg,
2019-03-27,Mutton Boneless,Saruul,kg,
2019-03-27,Mutton Boneless,Tavan Erdene,kg,
2019-03-27,Mutton w/Bones,Bars,kg,8000.0
2019-03-27,Mutton w/Bones,Bayanzurkh,kg,7800.0
2019-03-27,Mutton w/Bones,Bumbugur,kg,8500.0
2019-03-27,Mutton w/Bones,Emart,kg,8100.0
2019-03-27,Mutton w/Bones,Kharkhorin,kg,7800.0
2019-03-27,Mutton w/Bones,Khuchit Shonkhor,kg,8000.0
2019-03-27,Mutton w/Bones,Max/M Mart,kg,8750.0
2019-03-27,Mutton w/Bones,Mercury/Ikh Nayad,kg,9500.0
2019-03-27,Mutton w/Bones,Nomin,kg,8399.0
2019-03-27,Mutton w/Bones,Orgil,kg,
2019-03-27,Mutton w/Bones,Sansar,kg,
2019-03-27,Mutton w/Bones,Saruul,kg,
2019-03-27,Mutton w/Bones,Tavan Erdene,kg,9000.0
2019-03-27,"Onion, China",Bars,kg,1000.0
2019-03-27,"Onion, China",Bayanzurkh,kg,1200.0
2019-03-27,"Onion, China",Bumbugur,kg,1200.0
2019-03-27,"Onion, China",Emart,kg,
2019-03-27,"Onion, China",Kharkhorin,kg,1000.0
2019-03-27,"Onion, China",Khuchit Shonkhor,kg,1200.0
2019-03-27,"Onion, China",Max/M Mart,kg,1300.0
2019-03-27,"Onion, China",Mercury/Ikh Nayad,kg,1500.0
2019-03-27,"Onion, China",Nomin,kg,1199.0
2019-03-27,"Onion, China",Orgil,kg,
2019-03-27,"Onion, China",Sansar,kg,1200.0
2019-03-27,"Onion, China",Saruul,kg,
2019-03-27,"Onion, China",Tavan Erdene,kg,1500.0
2019-03-27,"Potato, Mongolian",Bars,kg,800.0
2019-03-27,"Potato, Mongolian",Bayanzurkh,kg,800.0
2019-03-27,"Potato, Mongolian",Bumbugur,kg,800.0
2019-03-27,"Potato, Mongolian",Emart,kg,850.0
2019-03-27,"Potato, Mongolian",Kharkhorin,kg,700.0
2019-03-27,"Potato, Mongolian",Khuchit Shonkhor,kg,800.0
2019-03-27,"Potato, Mongolian",Max/M Mart,kg,999.0
2019-03-27,"Potato, Mongolian",Mercury/Ikh Nayad,kg,1000.0
2019-03-27,"Potato, Mongolian",Nomin,kg,769.0
2019-03-27,"Potato, Mongolian",Orgil,kg,899.0
2019-03-27,"Potato, Mongolian",Sansar,kg,999.0
2019-03-27,"Potato, Mongolian",Saruul,kg,
2019-03-27,"Potato, Mongolian",Tavan Erdene,kg,900.0
2019-03-27,"Round Bread, Czech Style",Bars,each,1300.0
2019-03-27,"Round Bread, Czech Style",Bayanzurkh,each,1400.0
