The U.S. Department of State Data Use Statement at http://: applies to these and all data available from the Ulaanbaatar Mongolia air quality monitoring program.,,,,,,,,,
Ulaanbaatar Air Quality Monitoring program January-2019,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,AQI,Duration
Ulaanbaatar,PM2.5,01/30/2019 01:00,2019,01,30,01," 0.125",mg/m³,187,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 02:00,2019,01,30,02," 0.113",mg/m³,181,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 03:00,2019,01,30,03," 0.074",mg/m³,161,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 04:00,2019,01,30,04," 0.057",mg/m³,152,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 05:00,2019,01,30,05," 0.05",mg/m³,137,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 06:00,2019,01,30,06," 0.05",mg/m³,137,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 07:00,2019,01,30,07," 0.07",mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 08:00,2019,01,30,08," 0.099",mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 09:00,2019,01,30,09," 0.238",mg/m³,288,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 10:00,2019,01,30,10," 0.325",mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 11:00,2019,01,30,11," 0.159",mg/m³,209,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 12:00,2019,01,30,12," 0.022",mg/m³,72,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 13:00,2019,01,30,13," 0.017",mg/m³,61,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 14:00,2019,01,30,14," 0.009",mg/m³,38,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 15:00,2019,01,30,15," 0.011",mg/m³,46,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 16:00,2019,01,30,16," 0.012",mg/m³,50,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 17:00,2019,01,30,17," 0.014",mg/m³,55,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 18:00,2019,01,30,18," 0.009",mg/m³,38,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 19:00,2019,01,30,19," 0.075",mg/m³,161,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 20:00,2019,01,30,20," 0.171",mg/m³,221,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 21:00,2019,01,30,21," 0.119",mg/m³,184,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 22:00,2019,01,30,22," 0.108",mg/m³,178,1 Hr
Ulaanbaatar,PM2.5,01/30/2019 23:00,2019,01,30,23," 0.11",mg/m³,179,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 00:00,2019,01,31,00," 0.116",mg/m³,182,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 01:00,2019,01,31,01," 0.116",mg/m³,182,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 02:00,2019,01,31,02," 0.106",mg/m³,177,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 03:00,2019,01,31,03," 0.09",mg/m³,169,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 04:00,2019,01,31,04," 0.056",mg/m³,151,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 05:00,2019,01,31,05," 0.052",mg/m³,142,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 06:00,2019,01,31,06," 0.048",mg/m³,132,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 07:00,2019,01,31,07," 0.067",mg/m³,157,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 08:00,2019,01,31,08," 0.096",mg/m³,172,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 09:00,2019,01,31,09," 0.182",mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 10:00,2019,01,31,10," 0.248",mg/m³,298,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 11:00,2019,01,31,11," 0.282",mg/m³,326,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 12:00,2019,01,31,12," 0.344",mg/m³,376,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 13:00,2019,01,31,13," 0.115",mg/m³,182,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 14:00,2019,01,31,14," 0.022",mg/m³,72,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 15:00,2019,01,31,15," 0.022",mg/m³,72,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 16:00,2019,01,31,16," 0.01",mg/m³,42,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 17:00,2019,01,31,17," 0.012",mg/m³,50,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 18:00,2019,01,31,18," 0.086",mg/m³,167,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 19:00,2019,01,31,19," 0.216",mg/m³,266,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 20:00,2019,01,31,20," 0.162",mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 21:00,2019,01,31,21," 0.149",mg/m³,199,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 22:00,2019,01,31,22," 0.179",mg/m³,229,1 Hr
Ulaanbaatar,PM2.5,01/31/2019 23:00,2019,01,31,23," 0.219",mg/m³,269,1 Hr
